word,written_freq,spoken_freq,zhuyin,pinyin,tags
['專業'],150,110,['ㄓㄨㄢ ㄧㄝˋ'],['zhuān yè'],"level-4, intermediate, context-work-career"
['資源'],105,263,['ㄗ ㄩㄢˊ'],['zī yuán'],"level-4, intermediate, context-work-career"
['表演'],66,99,['ㄅㄧㄠˇ ㄧㄢˇ'],['biǎo yǎn'],"level-4, intermediate, context-leisure-entertainment"
['博物館'],29,45,['ㄅㄛˊ ㄨˋ ㄍㄨㄢˇ'],['bó wù guǎn'],"level-4, intermediate, context-leisure-entertainment"
['導演'],54,16,['ㄉㄠˇ ㄧㄢˇ'],['dǎo yǎn'],"level-4, intermediate, context-leisure-entertainment"
['隊'],30,31,['ㄉㄨㄟˋ'],['duì'],"level-4, intermediate, context-leisure-entertainment"
['鋼琴'],53,12,['ㄍㄤ ㄑㄧㄣˊ'],['gāng qín'],"level-4, intermediate, context-leisure-entertainment"
['歌手'],12,8,['ㄍㄜ ㄕㄡˇ'],['gē shǒu'],"level-4, intermediate, context-leisure-entertainment"
['觀眾'],86,267,['ㄍㄨㄢ ㄓㄨㄥˋ'],['guān zhòng'],"level-4, intermediate, context-leisure-entertainment"
['滑雪'],9,2,['ㄏㄨㄚˊ ㄒㄩㄝˇ'],['huá xuě'],"level-4, intermediate, context-leisure-entertainment"
['獎'],24,44,['ㄐㄧㄤˇ'],['jiǎng'],"level-4, intermediate, context-leisure-entertainment"
['節目'],66,178,['ㄐㄧㄝˊ ㄇㄨˋ'],['jié mù'],"level-4, intermediate, context-leisure-entertainment"
['卡通'],8,18,['ㄎㄚˇ ㄊㄨㄥ'],['kǎ tōng'],"level-4, intermediate, context-leisure-entertainment"
['溜冰'],2,1,['ㄌㄧㄡ ㄅㄧㄥ'],['liū bīng'],"level-4, intermediate, context-leisure-entertainment"
['毛筆'],5,3,['ㄇㄠˊ ㄅㄧˇ'],['máo bǐ'],"level-4, intermediate, context-leisure-entertainment"
['媒體'],94,108,['ㄇㄟˊ ㄊㄧˇ'],['méi tǐ'],"level-4, intermediate, context-leisure-entertainment"
['內容'],182,73,['ㄋㄟˋ ㄖㄨㄥˊ'],['nèi róng'],"level-4, intermediate, context-leisure-entertainment"
['球隊'],24,4,['ㄑㄧㄡˊ ㄉㄨㄟˋ'],['qiú duì'],"level-4, intermediate, context-leisure-entertainment"
['球賽'],9,1,['ㄑㄧㄡˊ ㄙㄞˋ'],['qiú sài'],"level-4, intermediate, context-leisure-entertainment"
['輸'],36,37,['ㄕㄨ'],['shū'],"level-4, intermediate, context-leisure-entertainment"
['水準'],41,16,['ㄕㄨㄟˇ ㄓㄨㄣˇ'],['shuǐ zhǔn'],"level-4, intermediate, context-leisure-entertainment"
['網友'],5,10,['ㄨㄤˇ ㄧㄡˇ'],['wǎng yǒu'],"level-4, intermediate, context-leisure-entertainment"
"['舞台', '舞臺']",52,67,['ㄨˇ ㄊㄞˊ'],['wǔ tái'],"level-4, intermediate, context-leisure-entertainment"
['享受'],89,78,['ㄒㄧㄤˇ ㄕㄡˋ'],['xiǎng shòu'],"level-4, intermediate, context-leisure-entertainment"
['小說'],188,22,['ㄒㄧㄠˇ ㄕㄨㄛ'],['xiǎo shuō'],"level-4, intermediate, context-leisure-entertainment"
['休閒'],22,20,['ㄒㄧㄡ ㄒㄧㄢˊ'],['xiū xián'],"level-4, intermediate, context-leisure-entertainment"
['演員'],41,21,['ㄧㄢˇ ㄩㄢˊ'],['yǎn yuán'],"level-4, intermediate, context-leisure-entertainment"
['養'],75,170,['ㄧㄤˇ'],['yǎng'],"level-4, intermediate, context-leisure-entertainment"
['藝術'],212,110,['ㄧˋ ㄕㄨˋ'],['yì shù'],"level-4, intermediate, context-leisure-entertainment"
['贏'],45,36,['ㄧㄥˊ'],['yíng'],"level-4, intermediate, context-leisure-entertainment"
['影片'],61,95,['ㄧㄥˇ ㄆㄧㄢˋ'],['yǐng piàn'],"level-4, intermediate, context-leisure-entertainment"
['展覽'],14,21,['ㄓㄢˇ ㄌㄢˇ'],['zhǎn lǎn'],"level-4, intermediate, context-leisure-entertainment"
['主題'],83,40,['ㄓㄨˇ ㄊㄧˊ'],['zhǔ tí'],"level-4, intermediate, context-leisure-entertainment"
['班機'],5,4,['ㄅㄢ ㄐㄧ'],['bān jī'],"level-4, intermediate, context-travel-transport"
['超過'],129,244,['ㄔㄠ ㄍㄨㄛˋ'],['chāo guò'],"level-4, intermediate, context-travel-transport"
"['潮溼', '潮濕']",13,22,['ㄔㄠˊ ㄕ'],['cháo shī'],"level-4, intermediate, context-travel-transport"
['出發'],60,59,['ㄔㄨ ㄈㄚ'],['chū fā'],"level-4, intermediate, context-travel-transport"
['島'],55,81,['ㄉㄠˇ'],['dǎo'],"level-4, intermediate, context-travel-transport"
['地區'],129,329,['ㄉㄧˋ ㄑㄩ'],['dì qū'],"level-4, intermediate, context-travel-transport"
['地震'],16,176,['ㄉㄧˋ ㄓㄣˋ'],['dì zhèn'],"level-4, intermediate, context-travel-transport"
['動物園'],9,14,['ㄉㄨㄥˋ ㄨˋ ㄩㄢˊ'],['dòng wù yuán'],"level-4, intermediate, context-travel-transport"
['高鐵'],3,15,['ㄍㄠ ㄊㄧㄝˇ'],['gāo tiě'],"level-4, intermediate, context-travel-transport"
['工具'],99,72,['ㄍㄨㄥ ㄐㄩˋ'],['gōng jù'],"level-4, intermediate, context-travel-transport"
['觀光'],18,68,['ㄍㄨㄢ ㄍㄨㄤ'],['guān guāng'],"level-4, intermediate, context-travel-transport"
['觀光客'],8,30,['ㄍㄨㄢ ㄍㄨㄤ ㄎㄜˋ'],['guān guāng kè'],"level-4, intermediate, context-travel-transport"
['海洋'],30,132,['ㄏㄞˇ ㄧㄤˊ'],['hǎi yáng'],"level-4, intermediate, context-travel-transport"
['紅綠燈'],2,5,['ㄏㄨㄥˊ ㄌㄩˋ ㄉㄥ'],['hóng lǜ dēng'],"level-4, intermediate, context-travel-transport"
['護照'],8,4,['ㄏㄨˋ ㄓㄠˋ'],['hù zhào'],"level-4, intermediate, context-travel-transport"
['進口'],21,37,['ㄐㄧㄣˋ ㄎㄡˇ'],['jìn kǒu'],"level-4, intermediate, context-travel-transport"
['進入'],236,219,['ㄐㄧㄣˋ ㄖㄨˋ'],['jìn rù'],"level-4, intermediate, context-travel-transport"
['旅遊'],29,52,['ㄌㄩˇ ㄧㄡˊ'],['lǚ yóu'],"level-4, intermediate, context-travel-transport"
['悶熱'],5,5,['ㄇㄣ ㄖㄜˋ'],['mēn rè'],"level-4, intermediate, context-travel-transport"
['起飛'],12,5,['ㄑㄧˇ ㄈㄟ'],['qǐ fēi'],"level-4, intermediate, context-travel-transport"
['氣候'],27,261,['ㄑㄧˋ ㄏㄡˋ'],['qì hòu'],"level-4, intermediate, context-travel-transport"
['氣溫'],12,47,['ㄑㄧˋ ㄨㄣ'],['qì wēn'],"level-4, intermediate, context-travel-transport"
['橋'],49,70,['ㄑㄧㄠˊ'],['qiáo'],"level-4, intermediate, context-travel-transport"
['人口'],66,148,['ㄖㄣˊ ㄎㄡˇ'],['rén kǒu'],"level-4, intermediate, context-travel-transport"
['人數'],45,73,['ㄖㄣˊ ㄕㄨˋ'],['rén shù'],"level-4, intermediate, context-travel-transport"
['人行道'],11,3,['ㄖㄣˊ ㄒㄧㄥˊ ㄉㄠˋ'],['rén xíng dào'],"level-4, intermediate, context-travel-transport"
['塞車'],3,4,['ㄙㄞ ㄔㄜ'],['sāi chē'],"level-4, intermediate, context-travel-transport"
['森林'],56,114,['ㄙㄣ ㄌㄧㄣˊ'],['sēn lín'],"level-4, intermediate, context-travel-transport"
"['石頭', '石']",130,147,"['ㄕˊ ˙ㄊㄡ', 'ㄕˊ']","['shí tou', 'shí']","level-4, intermediate, context-travel-transport"
['趟'],50,72,['ㄊㄤˋ'],['tàng'],"level-4, intermediate, context-travel-transport"
['鐵路'],28,42,['ㄊㄧㄝˇ ㄌㄨˋ'],['tiě lù'],"level-4, intermediate, context-travel-transport"
['溫暖'],54,95,['ㄨㄣ ㄋㄨㄢˇ'],['wēn nuǎn'],"level-4, intermediate, context-travel-transport"
['線'],66,92,['ㄒㄧㄢˋ'],['xiàn'],"level-4, intermediate, context-travel-transport"
['愛情'],78,12,['ㄞˋ ㄑㄧㄥˊ'],['ài qíng'],"level-4, intermediate, context-social-relations"
['抱歉'],30,12,['ㄅㄠˋ ㄑㄧㄢˋ'],['bào qiàn'],"level-4, intermediate, context-social-relations"
['打招呼'],20,15,['ㄉㄚˇ ㄓㄠ ㄏㄨ'],['dǎ zhāo hū'],"level-4, intermediate, context-social-relations"
['典禮'],16,15,['ㄉㄧㄢˇ ㄌㄧˇ'],['diǎn lǐ'],"level-4, intermediate, context-social-relations"
['分享'],75,258,['ㄈㄣ ㄒㄧㄤˇ'],['fēn xiǎng'],"level-4, intermediate, context-social-relations"
['感情'],106,81,['ㄍㄢˇ ㄑㄧㄥˊ'],['gǎn qíng'],"level-4, intermediate, context-social-relations"
['恭喜'],7,31,['ㄍㄨㄥ ㄒㄧˇ'],['gōng xǐ'],"level-4, intermediate, context-social-relations"
['婚禮'],24,25,['ㄏㄨㄣ ㄌㄧˇ'],['hūn lǐ'],"level-4, intermediate, context-social-relations"
['紀念'],31,36,['ㄐㄧˋ ㄋㄧㄢˋ'],['jì niàn'],"level-4, intermediate, context-social-relations"
['交換'],39,37,['ㄐㄧㄠ ㄏㄨㄢˋ'],['jiāo huàn'],"level-4, intermediate, context-social-relations"
['聯絡'],31,30,['ㄌㄧㄢˊ ㄌㄨㄛˋ'],['lián luò'],"level-4, intermediate, context-social-relations"
['留言'],9,5,['ㄌㄧㄡˊ ㄧㄢˊ'],['liú yán'],"level-4, intermediate, context-social-relations"
['名片'],22,6,['ㄇㄧㄥˊ ㄆㄧㄢˋ'],['míng piàn'],"level-4, intermediate, context-social-relations"
['親切'],31,15,['ㄑㄧㄣ ㄑㄧㄝˋ'],['qīn qiè'],"level-4, intermediate, context-social-relations"
['慶祝'],18,31,['ㄑㄧㄥˋ ㄓㄨˋ'],['qìng zhù'],"level-4, intermediate, context-social-relations"
['熱情'],78,67,['ㄖㄜˋ ㄑㄧㄥˊ'],['rè qíng'],"level-4, intermediate, context-social-relations"
['問好'],3,1,['ㄨㄣˋ ㄏㄠˇ'],['wèn hǎo'],"level-4, intermediate, context-social-relations"
['新郎'],7,2,['ㄒㄧㄣ ㄌㄤˊ'],['xīn láng'],"level-4, intermediate, context-social-relations"
['新娘'],19,12,['ㄒㄧㄣ ㄋㄧㄤˊ'],['xīn niáng'],"level-4, intermediate, context-social-relations"
['邀請'],58,61,['ㄧㄠ ㄑㄧㄥˇ'],['yāo qǐng'],"level-4, intermediate, context-social-relations"
['病房'],21,27,['ㄅㄧㄥˋ ㄈㄤˊ'],['bìng fáng'],"level-4, intermediate, context-health-medical"
['成熟'],64,54,['ㄔㄥˊ ㄕㄡˊ'],['chéng shóu'],"level-4, intermediate, context-health-medical"
['耳'],62,15,['ㄦˇ'],['ěr'],"level-4, intermediate, context-health-medical"
['功能'],170,141,['ㄍㄨㄥ ㄋㄥˊ'],['gōng néng'],"level-4, intermediate, context-health-medical"
"['喉嚨', '喉']",28,12,"['ㄏㄡˊ ㄌㄨㄥˊ', 'ㄏㄡˊ']","['hóu lóng', 'hóu']","level-4, intermediate, context-health-medical"
['呼吸'],79,52,['ㄏㄨ ㄒㄧ'],['hū xī'],"level-4, intermediate, context-health-medical"
['恢復'],85,75,['ㄏㄨㄟ ㄈㄨˋ'],['huī fù'],"level-4, intermediate, context-health-medical"
['活'],205,171,['ㄏㄨㄛˊ'],['huó'],"level-4, intermediate, context-health-medical"
['救'],71,95,['ㄐㄧㄡˋ'],['jiù'],"level-4, intermediate, context-health-medical"
['口罩'],3,18,['ㄎㄡˇ ㄓㄠˋ'],['kǒu zhào'],"level-4, intermediate, context-health-medical"
['拉肚子'],4,6,['ㄌㄚ ㄉㄨˋ ˙ㄗ'],['lā dù zi'],"level-4, intermediate, context-health-medical"
"['腦子', '腦']",152,64,"['ㄋㄠˇ ˙ㄗ', 'ㄋㄠˇ']","['nǎo zi', 'nǎo']","level-4, intermediate, context-health-medical"
['胖子'],9,4,['ㄆㄤˋ ˙ㄗ'],['pàng zi'],"level-4, intermediate, context-health-medical"
['皮膚'],64,46,['ㄆㄧˊ ㄈㄨ'],['pí fū'],"level-4, intermediate, context-health-medical"
['全身'],16,7,['ㄑㄩㄢˊ ㄕㄣ'],['quán shēn'],"level-4, intermediate, context-health-medical"
['傷'],47,46,['ㄕㄤ'],['shāng'],"level-4, intermediate, context-health-medical"
['受傷'],56,80,['ㄕㄡˋ ㄕㄤ'],['shòu shāng'],"level-4, intermediate, context-health-medical"
"['手指頭', '手指', '指頭']",82,25,"['ㄕㄡˇ ㄓˇ ˙ㄊㄡ', 'ㄕㄡˇ ㄓˇ', 'ㄓˇ ˙ㄊㄡ']","['shǒu zhǐ tou', 'shǒu zhǐ', 'zhǐ tou']","level-4, intermediate, context-health-medical"
['疼痛'],63,17,['ㄊㄥˊ ㄊㄨㄥˋ'],['téng tòng'],"level-4, intermediate, context-health-medical"
['體力'],31,39,['ㄊㄧˇ ㄌㄧˋ'],['tǐ lì'],"level-4, intermediate, context-health-medical"
['停止'],99,62,['ㄊㄧㄥˊ ㄓˇ'],['tíng zhǐ'],"level-4, intermediate, context-health-medical"
"['牙齒', '牙']",57,68,"['ㄧㄚˊ ㄔˇ', 'ㄧㄚˊ']","['yá chǐ', 'yá']","level-4, intermediate, context-health-medical"
"['眼淚', '淚']",77,44,"['ㄧㄢˇ ㄌㄟˋ', 'ㄌㄟˋ']","['yǎn lèi', 'lèi']","level-4, intermediate, context-health-medical"
['用力'],50,28,['ㄩㄥˋ ㄌㄧˋ'],['yòng lì'],"level-4, intermediate, context-health-medical"
['醉'],18,3,['ㄗㄨㄟˋ'],['zuì'],"level-4, intermediate, context-health-medical"
['報名'],9,13,['ㄅㄠˋ ㄇㄧㄥˊ'],['bào míng'],"level-4, intermediate, context-education-learning"
['筆記'],28,14,['ㄅㄧˇ ㄐㄧˋ'],['bǐ jì'],"level-4, intermediate, context-education-learning"
['筆記本'],13,5,['ㄅㄧˇ ㄐㄧˋ ㄅㄣˇ'],['bǐ jì běn'],"level-4, intermediate, context-education-learning"
['表現'],237,84,['ㄅㄧㄠˇ ㄒㄧㄢˋ'],['biǎo xiàn'],"level-4, intermediate, context-education-learning"
['博士'],111,415,['ㄅㄛˊ ㄕˋ'],['bó shì'],"level-4, intermediate, context-education-learning"
['補習班'],10,12,['ㄅㄨˇ ㄒㄧˊ ㄅㄢ'],['bǔ xí bān'],"level-4, intermediate, context-education-learning"
['地球'],80,346,['ㄉㄧˋ ㄑㄧㄡˊ'],['dì qiú'],"level-4, intermediate, context-education-learning"
['動詞'],4,2,['ㄉㄨㄥˋ ㄘˊ'],['dòng cí'],"level-4, intermediate, context-education-learning"
['發明'],66,57,['ㄈㄚ ㄇㄧㄥˊ'],['fā míng'],"level-4, intermediate, context-education-learning"
['發音'],14,7,['ㄈㄚ ㄧㄣ'],['fā yīn'],"level-4, intermediate, context-education-learning"
['反對'],107,77,['ㄈㄢˇ ㄉㄨㄟˋ'],['fǎn duì'],"level-4, intermediate, context-education-learning"
"['翻譯', '譯']",64,19,"['ㄈㄢ ㄧˋ', 'ㄧˋ']","['fān yì', 'yì']","level-4, intermediate, context-education-learning"
"['訪問', '訪']",66,99,"['ㄈㄤˇ ㄨㄣˋ', 'ㄈㄤˇ']","['fǎng wèn', 'fǎng']","level-4, intermediate, context-education-learning"
['分數'],28,21,['ㄈㄣ ㄕㄨˋ'],['fēn shù'],"level-4, intermediate, context-education-learning"
['複習'],4,12,['ㄈㄨˋ ㄒㄧˊ'],['fù xí'],"level-4, intermediate, context-education-learning"
['觀念'],161,156,['ㄍㄨㄢ ㄋㄧㄢˋ'],['guān niàn'],"level-4, intermediate, context-education-learning"
['規則'],59,14,['ㄍㄨㄟ ㄗㄜˊ'],['guī zé'],"level-4, intermediate, context-education-learning"
['國際'],121,326,['ㄍㄨㄛˊ ㄐㄧˋ'],['guó jì'],"level-4, intermediate, context-education-learning"
['漢語'],6,7,['ㄏㄢˋ ㄩˇ'],['hàn yǔ'],"level-4, intermediate, context-education-learning"
['會話'],2,4,['ㄏㄨㄟˋ ㄏㄨㄚˋ'],['huì huà'],"level-4, intermediate, context-education-learning"
['級'],35,43,['ㄐㄧˊ'],['jí'],"level-4, intermediate, context-education-learning"
['紀錄'],61,114,['ㄐㄧˋ ㄌㄨˋ'],['jì lù'],"level-4, intermediate, context-education-learning"
['家長'],82,85,['ㄐㄧㄚ ㄓㄤˇ'],['jiā zhǎng'],"level-4, intermediate, context-education-learning"
['獎學金'],8,6,['ㄐㄧㄤˇ ㄒㄩㄝˊ ㄐㄧㄣ'],['jiǎng xué jīn'],"level-4, intermediate, context-education-learning"
['教師'],96,15,['ㄐㄧㄠˋ ㄕ'],['jiào shī'],"level-4, intermediate, context-education-learning"
['教學'],103,62,['ㄐㄧㄠˋ ㄒㄩㄝˊ'],['jiào xué'],"level-4, intermediate, context-education-learning"
['節'],38,59,['ㄐㄧㄝˊ'],['jié'],"level-4, intermediate, context-education-learning"
['近年'],30,50,['ㄐㄧㄣˋ ㄋㄧㄢˊ'],['jìn nián'],"level-4, intermediate, context-education-learning"
['考卷'],5,10,['ㄎㄠˇ ㄐㄩㄢˋ'],['kǎo juàn'],"level-4, intermediate, context-education-learning"
['課程'],134,92,['ㄎㄜˋ ㄔㄥˊ'],['kè chéng'],"level-4, intermediate, context-education-learning"
['科技'],122,113,['ㄎㄜ ㄐㄧˋ'],['kē jì'],"level-4, intermediate, context-education-learning"
['課文'],3,2,['ㄎㄜˋ ㄨㄣˊ'],['kè wén'],"level-4, intermediate, context-education-learning"
['科學'],286,124,['ㄎㄜ ㄒㄩㄝˊ'],['kē xué'],"level-4, intermediate, context-education-learning"
['口音'],11,1,['ㄎㄡˇ ㄧㄣ'],['kǒu yīn'],"level-4, intermediate, context-education-learning"
['練'],48,62,['ㄌㄧㄢˋ'],['liàn'],"level-4, intermediate, context-education-learning"
['流利'],8,4,['ㄌㄧㄡˊ ㄌㄧˋ'],['liú lì'],"level-4, intermediate, context-education-learning"
['留學'],18,7,['ㄌㄧㄡˊ ㄒㄩㄝˊ'],['liú xué'],"level-4, intermediate, context-education-learning"
['名詞'],30,18,['ㄇㄧㄥˊ ㄘˊ'],['míng cí'],"level-4, intermediate, context-education-learning"
['簽名'],15,12,['ㄑㄧㄢ ㄇㄧㄥˊ'],['qiān míng'],"level-4, intermediate, context-education-learning"
['生詞'],1,0,['ㄕㄥ ㄘˊ'],['shēng cí'],"level-4, intermediate, context-education-learning"
['聲調'],9,1,['ㄕㄥ ㄉㄧㄠˋ'],['shēng diào'],"level-4, intermediate, context-education-learning"
['失敗'],139,57,['ㄕ ㄅㄞˋ'],['shī bài'],"level-4, intermediate, context-education-learning"
['退步'],5,5,['ㄊㄨㄟˋ ㄅㄨˋ'],['tuì bù'],"level-4, intermediate, context-education-learning"
['推薦'],52,16,['ㄊㄨㄟ ㄐㄧㄢˋ'],['tuī jiàn'],"level-4, intermediate, context-education-learning"
"['文章', '文']",209,94,"['ㄨㄣˊ ㄓㄤ', 'ㄨㄣˊ']","['wén zhāng', 'wén']","level-4, intermediate, context-education-learning"
['文字'],114,57,['ㄨㄣˊ ㄗˋ'],['wén zì'],"level-4, intermediate, context-education-learning"
['系'],17,14,['ㄒㄧˋ'],['xì'],"level-4, intermediate, context-education-learning"
['校長'],52,69,['ㄒㄧㄠˋ ㄓㄤˇ'],['xiào zhǎng'],"level-4, intermediate, context-education-learning"
['學費'],10,20,['ㄒㄩㄝˊ ㄈㄟˋ'],['xué fèi'],"level-4, intermediate, context-education-learning"
['演講'],63,41,['ㄧㄢˇ ㄐㄧㄤˇ'],['yǎn jiǎng'],"level-4, intermediate, context-education-learning"
['研究所'],52,26,['ㄧㄢˊ ㄐㄧㄡˋ ㄙㄨㄛˇ'],['yán jiù suǒ'],"level-4, intermediate, context-education-learning"
['英雄'],90,28,['ㄧㄥ ㄒㄩㄥˊ'],['yīng xióng'],"level-4, intermediate, context-education-learning"
['影印'],6,2,['ㄧㄥˇ ㄧㄣˋ'],['yǐng yìn'],"level-4, intermediate, context-education-learning"
['預習'],2,2,['ㄩˋ ㄒㄧˊ'],['yù xí'],"level-4, intermediate, context-education-learning"
['閱讀'],137,56,['ㄩㄝˋ ㄉㄨˊ'],['yuè dú'],"level-4, intermediate, context-education-learning"
['證明'],133,56,['ㄓㄥˋ ㄇㄧㄥˊ'],['zhèng míng'],"level-4, intermediate, context-education-learning"
['政治'],258,154,['ㄓㄥˋ ㄓˋ'],['zhèng zhì'],"level-4, intermediate, context-education-learning"
['支持'],164,234,['ㄓ ㄔˊ'],['zhī chí'],"level-4, intermediate, context-education-learning"
['中文系'],3,3,['ㄓㄨㄥ ㄨㄣˊ ㄒㄧˋ'],['zhōng wén xì'],"level-4, intermediate, context-education-learning"
['主任'],56,43,['ㄓㄨˇ ㄖㄣˋ'],['zhǔ rèn'],"level-4, intermediate, context-education-learning"
['專家'],123,178,['ㄓㄨㄢ ㄐㄧㄚ'],['zhuān jiā'],"level-4, intermediate, context-education-learning"
['專心'],44,41,['ㄓㄨㄢ ㄒㄧㄣ'],['zhuān xīn'],"level-4, intermediate, context-education-learning"
['資訊'],154,70,['ㄗ ㄒㄩㄣˋ'],['zī xùn'],"level-4, intermediate, context-education-learning"
['作家'],86,18,['ㄗㄨㄛˋ ㄐㄧㄚ'],['zuò jiā'],"level-4, intermediate, context-education-learning"
['便利'],16,25,['ㄅㄧㄢˋ ㄌㄧˋ'],['biàn lì'],"level-4, intermediate, context-shopping-retail"
['超級'],30,32,['ㄔㄠ ㄐㄧˊ'],['chāo jí'],"level-4, intermediate, context-shopping-retail"
['襯衫'],22,3,['ㄔㄣˋ ㄕㄢ'],['chèn shān'],"level-4, intermediate, context-shopping-retail"
['大小'],72,32,['ㄉㄚˋ ㄒㄧㄠˇ'],['dà xiǎo'],"level-4, intermediate, context-shopping-retail"
['地攤'],1,1,['ㄉㄧˋ ㄊㄢ'],['dì tān'],"level-4, intermediate, context-shopping-retail"
['電池'],12,66,['ㄉㄧㄢˋ ㄔˊ'],['diàn chí'],"level-4, intermediate, context-shopping-retail"
['購買'],59,24,['ㄍㄡˋ ㄇㄞˇ'],['gòu mǎi'],"level-4, intermediate, context-shopping-retail"
['顧客'],119,14,['ㄍㄨˋ ㄎㄜˋ'],['gù kè'],"level-4, intermediate, context-shopping-retail"
['廣告'],126,26,['ㄍㄨㄤˇ ㄍㄠˋ'],['guǎng gào'],"level-4, intermediate, context-shopping-retail"
"['櫃檯', '櫃台', '櫃臺']",21,4,['ㄍㄨㄟˋ ㄊㄞˊ'],['guì tái'],"level-4, intermediate, context-shopping-retail"
['價格'],69,77,['ㄐㄧㄚˋ ㄍㄜˊ'],['jià gé'],"level-4, intermediate, context-shopping-retail"
['剪刀'],9,13,['ㄐㄧㄢˇ ㄉㄠ'],['jiǎn dāo'],"level-4, intermediate, context-shopping-retail"
"['鏡子', '鏡']",63,28,"['ㄐㄧㄥˋ ˙ㄗ', 'ㄐㄧㄥˋ']","['jìng zi', 'jìng']","level-4, intermediate, context-shopping-retail"
['免費'],26,38,['ㄇㄧㄢˇ ㄈㄟˋ'],['miǎn fèi'],"level-4, intermediate, context-shopping-retail"
['牛仔褲'],7,3,['ㄋㄧㄡˊ ㄗˇ ㄎㄨˋ'],['niú zǐ kù'],"level-4, intermediate, context-shopping-retail"
"['牌子', '牌']",46,29,"['ㄆㄞˊ ˙ㄗ', 'ㄆㄞˊ']","['pái zi', 'pái']","level-4, intermediate, context-shopping-retail"
['品質'],85,117,['ㄆㄧㄣˇ ㄓˊ'],['pǐn zhí'],"level-4, intermediate, context-shopping-retail"
['鉛筆'],12,13,['ㄑㄧㄢ ㄅㄧˇ'],['qiān bǐ'],"level-4, intermediate, context-shopping-retail"
['熱門'],12,15,['ㄖㄜˋ ㄇㄣˊ'],['rè mén'],"level-4, intermediate, context-shopping-retail"
['數量'],49,76,['ㄕㄨˋ ㄌㄧㄤˋ'],['shù liàng'],"level-4, intermediate, context-shopping-retail"
['塑膠'],21,96,['ㄙㄨˋ ㄐㄧㄠ'],['sù jiāo'],"level-4, intermediate, context-shopping-retail"
['攤子'],5,3,['ㄊㄢ ˙ㄗ'],['tān zi'],"level-4, intermediate, context-shopping-retail"
['現金'],17,7,['ㄒㄧㄢˋ ㄐㄧㄣ'],['xiàn jīn'],"level-4, intermediate, context-shopping-retail"
['修'],50,74,['ㄒㄧㄡ'],['xiū'],"level-4, intermediate, context-shopping-retail"
['找錢'],1,1,['ㄓㄠˇ ㄑㄧㄢˊ'],['zhǎo qián'],"level-4, intermediate, context-shopping-retail"
['材料'],52,105,['ㄘㄞˊ ㄌㄧㄠˋ'],['cái liào'],"level-4, intermediate, context-food-dining"
['茶葉'],11,68,['ㄔㄚˊ ㄧㄝˋ'],['chá yè'],"level-4, intermediate, context-food-dining"
['醋'],9,13,['ㄘㄨˋ'],['cù'],"level-4, intermediate, context-food-dining"
['蓋'],108,164,['ㄍㄞˋ'],['gài'],"level-4, intermediate, context-food-dining"
['蓋子'],7,12,['ㄍㄞˋ ˙ㄗ'],['gài zi'],"level-4, intermediate, context-food-dining"
['高麗菜'],5,29,['ㄍㄠ ㄌㄧˊ ㄘㄞˋ'],['gāo lí cài'],"level-4, intermediate, context-food-dining"
"['鍋子', '鍋']",51,48,"['ㄍㄨㄛ ˙ㄗ', 'ㄍㄨㄛ']","['guō zi', 'guō']","level-4, intermediate, context-food-dining"
['胡椒'],7,1,['ㄏㄨˊ ㄐㄧㄠ'],['hú jiāo'],"level-4, intermediate, context-food-dining"
['加熱'],7,17,['ㄐㄧㄚ ㄖㄜˋ'],['jiā rè'],"level-4, intermediate, context-food-dining"
['醬油'],9,26,['ㄐㄧㄤˋ ㄧㄡˊ'],['jiàng yóu'],"level-4, intermediate, context-food-dining"
['口味'],20,22,['ㄎㄡˇ ㄨㄟˋ'],['kǒu wèi'],"level-4, intermediate, context-food-dining"
['辣椒'],7,18,['ㄌㄚˋ ㄐㄧㄠ'],['là jiāo'],"level-4, intermediate, context-food-dining"
['美食'],11,24,['ㄇㄟˇ ㄕˊ'],['měi shí'],"level-4, intermediate, context-food-dining"
['奶油'],13,9,['ㄋㄞˇ ㄧㄡˊ'],['nǎi yóu'],"level-4, intermediate, context-food-dining"
['皮'],51,61,['ㄆㄧˊ'],['pí'],"level-4, intermediate, context-food-dining"
['切'],21,48,['ㄑㄧㄝ'],['qiē'],"level-4, intermediate, context-food-dining"
['蔬菜'],23,148,['ㄕㄨ ㄘㄞˋ'],['shū cài'],"level-4, intermediate, context-food-dining"
['素食'],6,57,['ㄙㄨˋ ㄕˊ'],['sù shí'],"level-4, intermediate, context-food-dining"
['燙'],12,36,['ㄊㄤˋ'],['tàng'],"level-4, intermediate, context-food-dining"
"['蝦子', '蝦']",21,15,"['ㄒㄧㄚ ˙ㄗ', 'ㄒㄧㄚ']","['xiā zi', 'xiā']","level-4, intermediate, context-food-dining"
['飲食'],70,103,['ㄧㄣˇ ㄕˊ'],['yǐn shí'],"level-4, intermediate, context-food-dining"
['玉米'],14,53,['ㄩˋ ㄇㄧˇ'],['yù mǐ'],"level-4, intermediate, context-food-dining"
['月餅'],4,2,['ㄩㄝˋ ㄅㄧㄥˇ'],['yuè bǐng'],"level-4, intermediate, context-food-dining"
['煮'],54,154,['ㄓㄨˇ'],['zhǔ'],"level-4, intermediate, context-food-dining"
['粽子'],4,8,['ㄗㄨㄥˋ ˙ㄗ'],['zòng zi'],"level-4, intermediate, context-food-dining"
