word,written_freq,spoken_freq,zhuyin,pinyin,tags
['撇'],5,7,['ㄆㄧㄝˇ'],['piě'],"level-7, advanced"
['撇'],5,7,['ㄆㄧㄝ'],['piē'],"level-7, advanced"
['撇開'],4,1,['ㄆㄧㄝ ㄎㄞ'],['piē kāi'],"level-7, advanced"
['拼湊'],4,3,['ㄆㄧㄣ ㄘㄡˋ'],['pīn còu'],"level-7, advanced"
['貧瘠'],4,10,['ㄆㄧㄣˊ ㄐㄧˊ'],['pín jí'],"level-7, advanced"
['貧賤'],3,1,['ㄆㄧㄣˊ ㄐㄧㄢˋ'],['pín jiàn'],"level-7, advanced"
['貧民'],3,5,['ㄆㄧㄣˊ ㄇㄧㄣˊ'],['pín mín'],"level-7, advanced"
['貧民窟'],3,9,['ㄆㄧㄣˊ ㄇㄧㄣˊ ㄎㄨ'],['pín mín kū'],"level-7, advanced"
['平白'],2,1,['ㄆㄧㄥˊ ㄅㄞˊ'],['píng bái'],"level-7, advanced"
['評比'],3,4,['ㄆㄧㄥˊ ㄅㄧˇ'],['píng bǐ'],"level-7, advanced"
['平淡無奇'],2,1,['ㄆㄧㄥˊ ㄉㄢˋ ㄨˊ ㄑㄧˊ'],['píng dàn wú qí'],"level-7, advanced"
['平定'],14,1,['ㄆㄧㄥˊ ㄉㄧㄥˋ'],['píng dìng'],"level-7, advanced"
['評定'],3,0,['ㄆㄧㄥˊ ㄉㄧㄥˋ'],['píng dìng'],"level-7, advanced"
['平反'],6,1,['ㄆㄧㄥˊ ㄈㄢ'],['píng fān'],"level-7, advanced"
['平房'],3,1,['ㄆㄧㄥˊ ㄈㄤˊ'],['píng fáng'],"level-7, advanced"
['平分'],2,1,['ㄆㄧㄥˊ ㄈㄣ'],['píng fēn'],"level-7, advanced"
['評分'],5,3,['ㄆㄧㄥˊ ㄈㄣ'],['píng fēn'],"level-7, advanced"
['平復'],3,2,['ㄆㄧㄥˊ ㄈㄨˋ'],['píng fù'],"level-7, advanced"
['平衡點'],3,7,['ㄆㄧㄥˊ ㄏㄥˊ ㄉㄧㄢˇ'],['píng héng diǎn'],"level-7, advanced"
['平緩'],3,6,['ㄆㄧㄥˊ ㄏㄨㄢˇ'],['píng huǎn'],"level-7, advanced"
['評鑑'],12,9,['ㄆㄧㄥˊ ㄐㄧㄢˋ'],['píng jiàn'],"level-7, advanced"
['憑空'],5,2,['ㄆㄧㄥˊ ㄎㄨㄥ'],['píng kōng'],"level-7, advanced"
['評判'],4,1,['ㄆㄧㄥˊ ㄆㄢˋ'],['píng pàn'],"level-7, advanced"
['平平'],4,5,['ㄆㄧㄥˊ ㄆㄧㄥˊ'],['píng píng'],"level-7, advanced"
['平生'],7,1,['ㄆㄧㄥˊ ㄕㄥ'],['píng shēng'],"level-7, advanced"
['平實'],2,2,['ㄆㄧㄥˊ ㄕˊ'],['píng shí'],"level-7, advanced"
['平順'],4,1,['ㄆㄧㄥˊ ㄕㄨㄣˋ'],['píng shùn'],"level-7, advanced"
['平素'],3,0,['ㄆㄧㄥˊ ㄙㄨˋ'],['píng sù'],"level-7, advanced"
['平心靜氣'],3,1,['ㄆㄧㄥˊ ㄒㄧㄣ ㄐㄧㄥˋ ㄑㄧˋ'],['píng xīn jìng qì'],"level-7, advanced"
['平易近人'],2,1,['ㄆㄧㄥˊ ㄧˋ ㄐㄧㄣˋ ㄖㄣˊ'],['píng yì jìn rén'],"level-7, advanced"
['平庸'],7,2,['ㄆㄧㄥˊ ㄩㄥ'],['píng yōng'],"level-7, advanced"
['屏障'],5,6,['ㄆㄧㄥˊ ㄓㄤˋ'],['píng zhàng'],"level-7, advanced"
['破案'],4,4,['ㄆㄛˋ ㄢˋ'],['pò àn'],"level-7, advanced"
['破敗'],3,2,['ㄆㄛˋ ㄅㄞˋ'],['pò bài'],"level-7, advanced"
['迫不得已'],3,1,['ㄆㄛˋ ㄅㄨˋ ㄉㄜˊ ㄧˇ'],['pò bù dé yǐ'],"level-7, advanced"
['頗負盛名'],0,0,['ㄆㄛˇㄈㄨˋㄕㄥˋ ㄇㄧㄥˊ'],['pǒ fù shèng míng'],"level-7, advanced"
['破獲'],1,1,['ㄆㄛˋ ㄏㄨㄛˋ'],['pò huò'],"level-7, advanced"
['破口大罵'],4,1,['ㄆㄛˋ ㄎㄡˇ ㄉㄚˋ ㄇㄚˋ'],['pò kǒu dà mà'],"level-7, advanced"
['破例'],3,1,['ㄆㄛˋ ㄌㄧˋ'],['pò lì'],"level-7, advanced"
['破滅'],6,2,['ㄆㄛˋ ㄇㄧㄝˋ'],['pò miè'],"level-7, advanced"
['破曉'],3,1,['ㄆㄛˋ ㄒㄧㄠˇ'],['pò xiǎo'],"level-7, advanced"
['迫在眉睫'],3,2,['ㄆㄛˋ ㄗㄞˋ ㄇㄟˊ ㄐㄧㄝˊ'],['pò zài méi jié'],"level-7, advanced"
['破綻'],5,0,['ㄆㄛˋ ㄓㄢˋ'],['pò zhàn'],"level-7, advanced"
['剖'],2,1,['ㄆㄡˇ'],['pǒu'],"level-7, advanced"
['剖開'],3,2,['ㄆㄡˇ ㄎㄞ'],['pǒu kāi'],"level-7, advanced"
['剖析'],6,9,['ㄆㄡˇ ㄒㄧ'],['pǒu xī'],"level-7, advanced"
['迫於'],3,1,['ㄆㄛˋㄩˊ'],['pòyú'],"level-7, advanced"
['噗'],4,3,['ㄆㄨ'],['pū'],"level-7, advanced"
['撲鼻'],4,2,['ㄆㄨ ㄅㄧˊ'],['pū bí'],"level-7, advanced"
"['鋪陳', '舖陳']",6,1,['ㄆㄨ ㄔㄣˊ'],['pū chén'],"level-7, advanced"
['撲克牌'],4,2,['ㄆㄨ ㄎㄜˋ ㄆㄞˊ'],['pū kè pái'],"level-7, advanced"
"['鋪路', '舖路']",4,2,['ㄆㄨ ㄌㄨˋ'],['pū lù'],"level-7, advanced"
['撲滅'],4,5,['ㄆㄨ ㄇㄧㄝˋ'],['pū miè'],"level-7, advanced"
"['鋪設', '舖設']",5,8,['ㄆㄨ ㄕㄜˋ'],['pū shè'],"level-7, advanced"
['撲通'],4,0,['ㄆㄨ ㄊㄨㄥ'],['pū tōng'],"level-7, advanced"
['柒'],1,0,['ㄑㄧ'],['qī'],"level-7, advanced"
['齊備'],2,1,['ㄑㄧˊ ㄅㄟˋ'],['qí bèi'],"level-7, advanced"
['悽慘'],3,2,['ㄑㄧ ㄘㄢˇ'],['qī cǎn'],"level-7, advanced"
['淒慘'],4,1,['ㄑㄧ ㄘㄢˇ'],['qī cǎn'],"level-7, advanced"
['起草'],4,1,['ㄑㄧˇ ㄘㄠˇ'],['qǐ cǎo'],"level-7, advanced"
['啟齒'],3,1,['ㄑㄧˇ ㄔˇ'],['qǐ chǐ'],"level-7, advanced"
['啟迪'],3,1,['ㄑㄧˇ ㄉㄧˊ'],['qǐ dí'],"level-7, advanced"
['氣度'],5,1,['ㄑㄧˋ ㄉㄨˋ'],['qì dù'],"level-7, advanced"
['祈福'],4,13,['ㄑㄧˊ ㄈㄨˊ'],['qí fú'],"level-7, advanced"
['奇觀'],4,2,['ㄑㄧˊ ㄍㄨㄢ'],['qí guān'],"level-7, advanced"
['契合'],5,4,['ㄑㄧˋ ㄏㄜˊ'],['qì hé'],"level-7, advanced"
['奇幻'],4,3,['ㄑㄧˊ ㄏㄨㄢˋ'],['qí huàn'],"level-7, advanced"
['期貨'],3,1,['ㄑㄧˊ ㄏㄨㄛˋ'],['qí huò'],"level-7, advanced"
['氣急敗壞'],4,0,['ㄑㄧˋ ㄐㄧˊ ㄅㄞˋ ㄏㄨㄞˋ'],['qì jí bài huài'],"level-7, advanced"
['歧見'],3,2,['ㄑㄧˊ ㄐㄧㄢˋ'],['qí jiàn'],"level-7, advanced"
['奇景'],3,4,['ㄑㄧˊ ㄐㄧㄥˇ'],['qí jǐng'],"level-7, advanced"
['起居室'],4,0,['ㄑㄧˇ ㄐㄩ ㄕˋ'],['qǐ jū shì'],"level-7, advanced"
['起立'],5,4,['ㄑㄧˇ ㄌㄧˋ'],['qǐ lì'],"level-7, advanced"
['淒厲'],2,1,['ㄑㄧ ㄌㄧˋ'],['qī lì'],"level-7, advanced"
['欺凌'],3,0,['ㄑㄧ ㄌㄧㄥˊ'],['qī líng'],"level-7, advanced"
['起落'],3,2,['ㄑㄧˇ ㄌㄨㄛˋ'],['qǐ luò'],"level-7, advanced"
['期滿'],3,1,['ㄑㄧˊ ㄇㄢˇ'],['qí mǎn'],"level-7, advanced"
['欺瞞'],3,0,['ㄑㄧ ㄇㄢˊ'],['qī mán'],"level-7, advanced"
['器皿'],4,3,['ㄑㄧˋ ㄇㄧㄣˇ'],['qì mǐn'],"level-7, advanced"
['氣惱'],3,1,['ㄑㄧˋ ㄋㄠˇ'],['qì nǎo'],"level-7, advanced"
['企盼'],2,1,['ㄑㄧˋ ㄆㄢˋ'],['qì pàn'],"level-7, advanced"
['氣魄'],4,1,['ㄑㄧˋ ㄆㄛˋ'],['qì pò'],"level-7, advanced"
['氣球'],11,6,['ㄑㄧˋ ㄑㄧㄡˊ'],['qì qiú'],"level-7, advanced"
['乞求'],4,1,['ㄑㄧˇ ㄑㄧㄡˊ'],['qǐ qiú'],"level-7, advanced"
['崎嶇'],6,8,['ㄑㄧˊ ㄑㄩ'],['qí qū'],"level-7, advanced"
['起色'],4,1,['ㄑㄧˇ ㄙㄜˋ'],['qǐ sè'],"level-7, advanced"
['棲身'],3,5,['ㄑㄧ ㄕㄣ'],['qī shēn'],"level-7, advanced"
['奇事'],3,0,['ㄑㄧˊ ㄕˋ'],['qí shì'],"level-7, advanced"
['啟事'],4,1,['ㄑㄧˇ ㄕˋ'],['qǐ shì'],"level-7, advanced"
['起司'],5,4,['ㄑㄧˇ ㄙ'],['qǐ sī'],"level-7, advanced"
['起死回生'],4,3,['ㄑㄧˇ ㄙˇ ㄏㄨㄟˊ ㄕㄥ'],['qǐ sǐ huí shēng'],"level-7, advanced"
['乞討'],3,3,['ㄑㄧˇ ㄊㄠˇ'],['qǐ tǎo'],"level-7, advanced"
['起頭'],4,5,['ㄑㄧˇ ㄊㄡˊ'],['qǐ tóu'],"level-7, advanced"
['起舞'],7,0,['ㄑㄧˇ ㄨˇ'],['qǐ wǔ'],"level-7, advanced"
['棲息'],7,19,['ㄑㄧ ㄒㄧˊ'],['qī xí'],"level-7, advanced"
['器械'],4,2,['ㄑㄧˋ ㄒㄧㄝˋ'],['qì xiè'],"level-7, advanced"
['齊心'],2,5,['ㄑㄧˊ ㄒㄧㄣ'],['qí xīn'],"level-7, advanced"
['氣壓'],3,3,['ㄑㄧˋ ㄧㄚ'],['qì yā'],"level-7, advanced"
['欺壓'],4,1,['ㄑㄧ ㄧㄚ'],['qī yā'],"level-7, advanced"
['起疑'],4,0,['ㄑㄧˇ ㄧˊ'],['qǐ yí'],"level-7, advanced"
['起義'],14,2,['ㄑㄧˇ ㄧˋ'],['qǐ yì'],"level-7, advanced"
['起因'],6,1,['ㄑㄧˇ ㄧㄣ'],['qǐ yīn'],"level-7, advanced"
['啟用'],3,13,['ㄑㄧˇ ㄩㄥˋ'],['qǐ yòng'],"level-7, advanced"
['起用'],3,1,['ㄑㄧˇ ㄩㄥˋ'],['qǐ yòng'],"level-7, advanced"
['奇遇'],4,1,['ㄑㄧˊ ㄩˋ'],['qí yù'],"level-7, advanced"
['豈止'],3,1,['ㄑㄧˇ ㄓˇ'],['qǐ zhǐ'],"level-7, advanced"
['器重'],3,0,['ㄑㄧˋ ㄓㄨㄥˋ'],['qì zhòng'],"level-7, advanced"
['恰如其分'],2,0,['ㄑㄧㄚˋ ㄖㄨˊ ㄑㄧˊ ㄈㄣˋ'],['qià rú qí fèn'],"level-7, advanced"
['乾'],50,99,['ㄑㄧㄢˊ'],['qián'],"level-7, advanced"
['嵌'],5,1,['ㄑㄧㄢ'],['qiān'],"level-7, advanced"
['牽絆'],2,2,['ㄑㄧㄢ ㄅㄢˋ'],['qiān bàn'],"level-7, advanced"
['謙卑'],6,15,['ㄑㄧㄢ ㄅㄟ'],['qiān bēi'],"level-7, advanced"
['錢幣'],3,2,['ㄑㄧㄢˊ ㄅㄧˋ'],['qián bì'],"level-7, advanced"
['淺薄'],4,1,['ㄑㄧㄢˇ ㄅㄛˊ'],['qiǎn bó'],"level-7, advanced"
['牽扯'],4,1,['ㄑㄧㄢ ㄔㄜˇ'],['qiān chě'],"level-7, advanced"
['千方百計'],5,1,['ㄑㄧㄢ ㄈㄤ ㄅㄞˇ ㄐㄧˋ'],['qiān fāng bǎi jì'],"level-7, advanced"
['潛伏'],6,2,['ㄑㄧㄢˊ ㄈㄨˊ'],['qián fú'],"level-7, advanced"
['前功盡棄'],2,1,['ㄑㄧㄢˊ ㄍㄨㄥ ㄐㄧㄣˋ ㄑㄧˋ'],['qián gōng jìn qì'],"level-7, advanced"
['牽掛'],4,4,['ㄑㄧㄢ ㄍㄨㄚˋ'],['qiān guà'],"level-7, advanced"
['謙和'],2,1,['ㄑㄧㄢ ㄏㄜˊ'],['qiān hé'],"level-7, advanced"
['欠佳'],3,2,['ㄑㄧㄢˋ ㄐㄧㄚ'],['qiàn jiā'],"level-7, advanced"
['歉疚'],3,1,['ㄑㄧㄢˋ ㄐㄧㄡˋ'],['qiàn jiù'],"level-7, advanced"
['遷就'],3,1,['ㄑㄧㄢ ㄐㄧㄡˋ'],['qiān jiù'],"level-7, advanced"
['遷居'],4,2,['ㄑㄧㄢ ㄐㄩ'],['qiān jū'],"level-7, advanced"
['千鈞一髮'],2,1,['ㄑㄧㄢ ㄐㄩㄣ ㄧˋ ㄈㄚˇ'],['qiān jūn yì fǎ'],"level-7, advanced"
['乾坤'],5,8,['ㄑㄧㄢˊ ㄎㄨㄣ'],['qián kūn'],"level-7, advanced"
['千里迢迢'],3,4,['ㄑㄧㄢ ㄌㄧˇ ㄊㄧㄠˊ ㄊㄧㄠˊ'],['qiān lǐ tiáo tiáo'],"level-7, advanced"
['遷怒'],2,0,['ㄑㄧㄢ ㄋㄨˋ'],['qiān nù'],"level-7, advanced"
['千篇一律'],3,1,['ㄑㄧㄢ ㄆㄧㄢ ㄧˊ ㄌㄩˋ'],['qiān piān yí lǜ'],"level-7, advanced"
['前仆後繼'],2,1,['ㄑㄧㄢˊ ㄆㄨ ㄏㄡˋ ㄐㄧˋ'],['qián pū hòu jì'],"level-7, advanced"
['千奇百怪'],2,1,['ㄑㄧㄢ ㄑㄧˊ ㄅㄞˇ ㄍㄨㄞˋ'],['qiān qí bǎi guài'],"level-7, advanced"
['牽強'],3,1,['ㄑㄧㄢ ㄑㄧㄤˇ'],['qiān qiǎng'],"level-7, advanced"
['千秋'],4,1,['ㄑㄧㄢ ㄑㄧㄡ'],['qiān qiū'],"level-7, advanced"
['前世'],5,2,['ㄑㄧㄢˊ ㄕˋ'],['qián shì'],"level-7, advanced"
['前所未見'],3,2,['ㄑㄧㄢˊ ㄙㄨㄛˇ ㄨㄟˋ ㄐㄧㄢˋ'],['qián suǒ wèi jiàn'],"level-7, advanced"
['前所未有'],12,6,['ㄑㄧㄢˊ ㄙㄨㄛˇ ㄨㄟˋ ㄧㄡˇ'],['qián suǒ wèi yǒu'],"level-7, advanced"
['前衛'],7,2,['ㄑㄧㄢˊ ㄨㄟˋ'],['qián wèi'],"level-7, advanced"
['遷徙'],7,20,['ㄑㄧㄢ ㄒㄧˇ'],['qiān xǐ'],"level-7, advanced"
['淺顯'],4,2,['ㄑㄧㄢˇ ㄒㄧㄢˇ'],['qiǎn xiǎn'],"level-7, advanced"
['潛心'],3,1,['ㄑㄧㄢˊ ㄒㄧㄣ'],['qián xīn'],"level-7, advanced"
['謙遜'],5,1,['ㄑㄧㄢ ㄒㄩㄣˋ'],['qiān xùn'],"level-7, advanced"
['千言萬語'],2,1,['ㄑㄧㄢ ㄧㄢˊ ㄨㄢˋ ㄩˇ'],['qiān yán wàn yǔ'],"level-7, advanced"
['潛移默化'],4,5,['ㄑㄧㄢˊ ㄧˊ ㄇㄛˋ ㄏㄨㄚˋ'],['qián yí mò huà'],"level-7, advanced"
['牽引'],5,7,['ㄑㄧㄢ ㄧㄣˇ'],['qiān yǐn'],"level-7, advanced"
['前因後果'],2,2,['ㄑㄧㄢˊ ㄧㄣ ㄏㄡˋ ㄍㄨㄛˇ'],['qián yīn hòu guǒ'],"level-7, advanced"
['千載難逢'],2,0,['ㄑㄧㄢ ㄗㄞˇ ㄋㄢˊ ㄈㄥˊ'],['qiān zǎi nán féng'],"level-7, advanced"
['前瞻'],4,1,['ㄑㄧㄢˊ ㄓㄢ'],['qián zhān'],"level-7, advanced"
['千真萬確'],4,0,['ㄑㄧㄢ ㄓㄣ ㄨㄢˋ ㄑㄩㄝˋ'],['qiān zhēn wàn què'],"level-7, advanced"
['前座'],3,1,['ㄑㄧㄢˊ ㄗㄨㄛˋ'],['qián zuò'],"level-7, advanced"
['嗆'],4,4,['ㄑㄧㄤˋ'],['qiàng'],"level-7, advanced"
['槍斃'],4,0,['ㄑㄧㄤ ㄅㄧˋ'],['qiāng bì'],"level-7, advanced"
['強固'],3,0,['ㄑㄧㄤˊ ㄍㄨˋ'],['qiáng gù'],"level-7, advanced"
['強加'],3,1,['ㄑㄧㄤˊ ㄐㄧㄚ'],['qiáng jiā'],"level-7, advanced"
['強姦'],5,1,['ㄑㄧㄤˊ ㄐㄧㄢ'],['qiáng jiān'],"level-7, advanced"
['強勁'],6,7,['ㄑㄧㄤˊ ㄐㄧㄥˋ'],['qiáng jìng'],"level-7, advanced"
['強求'],4,2,['ㄑㄧㄤˇ ㄑㄧㄡˊ'],['qiǎng qiú'],"level-7, advanced"
['槍殺'],3,2,['ㄑㄧㄤ ㄕㄚ'],['qiāng shā'],"level-7, advanced"
['強項'],7,1,['ㄑㄧㄤˊ ㄒㄧㄤˋ'],['qiáng xiàng'],"level-7, advanced"
['搶眼'],3,1,['ㄑㄧㄤˇ ㄧㄢˇ'],['qiǎng yǎn'],"level-7, advanced"
['槍枝'],4,5,['ㄑㄧㄤ ㄓ'],['qiāng zhī'],"level-7, advanced"
['峭壁'],6,2,['ㄑㄧㄠˋ ㄅㄧˋ'],['qiào bì'],"level-7, advanced"
['敲定'],2,2,['ㄑㄧㄠ ㄉㄧㄥˋ'],['qiāo dìng'],"level-7, advanced"
['敲擊'],4,1,['ㄑㄧㄠ ㄐㄧˊ'],['qiāo jí'],"level-7, advanced"
['竅門'],3,1,['ㄑㄧㄠˋ ㄇㄣˊ'],['qiào mén'],"level-7, advanced"
['橋牌'],4,0,['ㄑㄧㄠˊ ㄆㄞˊ'],['qiáo pái'],"level-7, advanced"
['俏皮'],3,1,['ㄑㄧㄠˋ ㄆㄧˊ'],['qiào pí'],"level-7, advanced"
['悄悄話'],3,0,['ㄑㄧㄠˇ ㄑㄧㄠˇ ㄏㄨㄚˋ'],['qiǎo qiǎo huà'],"level-7, advanced"
['悄然'],5,1,['ㄑㄧㄠˇ ㄖㄢˊ'],['qiǎo rán'],"level-7, advanced"
['巧思'],4,6,['ㄑㄧㄠˇ ㄙ'],['qiǎo sī'],"level-7, advanced"
['巧遇'],3,3,['ㄑㄧㄠˇ ㄩˋ'],['qiǎo yù'],"level-7, advanced"
['敲詐'],4,0,['ㄑㄧㄠ ㄓㄚˋ'],['qiāo zhà'],"level-7, advanced"
['妾'],12,1,['ㄑㄧㄝˋ'],['qiè'],"level-7, advanced"
['切磋'],3,2,['ㄑㄧㄝ ㄘㄨㄛ'],['qiē cuō'],"level-7, advanced"
['鍥而不捨'],5,4,['ㄑㄧㄝˋ ㄦˊ ㄅㄨˋ ㄕㄜˇ'],['qiè ér bù shě'],"level-7, advanced"
['切割'],6,9,['ㄑㄧㄝ ㄍㄜ'],['qiē gē'],"level-7, advanced"
['切合'],3,1,['ㄑㄧㄝˋ ㄏㄜˊ'],['qiè hé'],"level-7, advanced"
['切忌'],3,0,['ㄑㄧㄝˋ ㄐㄧˋ'],['qiè jì'],"level-7, advanced"
['竊竊私語'],4,1,['ㄑㄧㄝˋ ㄑㄧㄝˋ ㄙ ㄩˇ'],['qiè qiè sī yǔ'],"level-7, advanced"
['切身'],4,2,['ㄑㄧㄝˋ ㄕㄣ'],['qiè shēn'],"level-7, advanced"
['切實'],5,1,['ㄑㄧㄝˋ ㄕˊ'],['qiè shí'],"level-7, advanced"
['切勿'],3,0,['ㄑㄧㄝˋ ㄨˋ'],['qiè wù'],"level-7, advanced"
['竊喜'],1,0,['ㄑㄧㄝˋ ㄒㄧˇ'],['qiè xǐ'],"level-7, advanced"
['竊笑'],2,0,['ㄑㄧㄝˋ ㄒㄧㄠˋ'],['qiè xiào'],"level-7, advanced"
['愜意'],5,2,['ㄑㄧㄝˋ ㄧˋ'],['qiè yì'],"level-7, advanced"
['竊賊'],4,2,['ㄑㄧㄝˋ ㄗㄟˊ'],['qiè zéi'],"level-7, advanced"
['擒'],7,0,['ㄑㄧㄣˊ'],['qín'],"level-7, advanced"
['秦朝'],5,1,['ㄑㄧㄣˊ ㄔㄠˊ'],['qín cháo'],"level-7, advanced"
['勤儉'],3,8,['ㄑㄧㄣˊ ㄐㄧㄢˇ'],['qín jiǎn'],"level-7, advanced"
['親臨'],4,2,['ㄑㄧㄣ ㄌㄧㄣˊ'],['qīn lín'],"level-7, advanced"
['勤勉'],3,1,['ㄑㄧㄣˊ ㄇㄧㄢˇ'],['qín miǎn'],"level-7, advanced"
['侵擾'],4,4,['ㄑㄧㄣ ㄖㄠˇ'],['qīn rǎo'],"level-7, advanced"
['侵蝕'],6,19,['ㄑㄧㄣ ㄕˊ'],['qīn shí'],"level-7, advanced"
['親事'],4,0,['ㄑㄧㄣ ㄕˋ'],['qīn shì'],"level-7, advanced"
['禽獸'],7,1,['ㄑㄧㄣˊ ㄕㄡˋ'],['qín shòu'],"level-7, advanced"
['親王'],26,2,['ㄑㄧㄣ ㄨㄤˊ'],['qīn wáng'],"level-7, advanced"
['勤於'],3,2,['ㄑㄧㄣˊ ㄩˊ'],['qín yú'],"level-7, advanced"
['親耳'],2,0,['ㄑㄧㄣㄦˇ'],['qīněr'],"level-7, advanced"
['情不自禁'],6,1,['ㄑㄧㄥˊ ㄅㄨˊ ㄗˋ ㄐㄧㄣ'],['qíng bú zì jīn'],"level-7, advanced"
['情場'],3,1,['ㄑㄧㄥˊ ㄔㄤˇ'],['qíng chǎng'],"level-7, advanced"
['清朝'],53,14,['ㄑㄧㄥ ㄔㄠˊ'],['qīng cháo'],"level-7, advanced"
['青翠'],2,3,['ㄑㄧㄥ ㄘㄨㄟˋ'],['qīng cuì'],"level-7, advanced"
['傾倒'],4,5,['ㄑㄧㄥ ㄉㄠˋ'],['qīng dào'],"level-7, advanced"
['傾倒'],4,5,['ㄑㄧㄥ ㄉㄠˇ'],['qīng dǎo'],"level-7, advanced"
['情調'],4,1,['ㄑㄧㄥˊ ㄉㄧㄠˋ'],['qíng diào'],"level-7, advanced"
['清風'],5,2,['ㄑㄧㄥ ㄈㄥ'],['qīng fēng'],"level-7, advanced"
['清高'],2,1,['ㄑㄧㄥ ㄍㄠ'],['qīng gāo'],"level-7, advanced"
['青紅皂白'],2,2,['ㄑㄧㄥ ㄏㄨㄥˊ ㄗㄠˋ ㄅㄞˊ'],['qīng hóng zào bái'],"level-7, advanced"
['輕忽'],5,4,['ㄑㄧㄥ ㄏㄨ'],['qīng hū'],"level-7, advanced"
['情懷'],9,9,['ㄑㄧㄥˊ ㄏㄨㄞˊ'],['qíng huái'],"level-7, advanced"
['情急'],3,1,['ㄑㄧㄥˊ ㄐㄧˊ'],['qíng jí'],"level-7, advanced"
['輕舉妄動'],3,2,['ㄑㄧㄥ ㄐㄩˇ ㄨㄤˋ ㄉㄨㄥˋ'],['qīng jǔ wàng dòng'],"level-7, advanced"
['頃刻'],4,1,['ㄑㄧㄥˇ ㄎㄜˋ'],['qǐng kè'],"level-7, advanced"
['情理'],6,1,['ㄑㄧㄥˊ ㄌㄧˇ'],['qíng lǐ'],"level-7, advanced"
['清廉'],3,1,['ㄑㄧㄥ ㄌㄧㄢˊ'],['qīng lián'],"level-7, advanced"
['輕描淡寫'],4,3,['ㄑㄧㄥ ㄇㄧㄠˊ ㄉㄢˋ ㄒㄧㄝˇ'],['qīng miáo dàn xiě'],"level-7, advanced"
['輕蔑'],10,0,['ㄑㄧㄥ ㄇㄧㄝˋ'],['qīng miè'],"level-7, advanced"
['傾盆大雨'],3,2,['ㄑㄧㄥ ㄆㄣˊ ㄉㄚˋ ㄩˇ'],['qīng pén dà yǔ'],"level-7, advanced"
['輕飄飄'],2,1,['ㄑㄧㄥ ㄆㄧㄠ ㄆㄧㄠ'],['qīng piāo piāo'],"level-7, advanced"
['輕巧'],4,4,['ㄑㄧㄥ ㄑㄧㄠˇ'],['qīng qiǎo'],"level-7, advanced"
['青澀'],2,2,['ㄑㄧㄥ ㄙㄜˋ'],['qīng sè'],"level-7, advanced"
['傾身'],3,0,['ㄑㄧㄥ ㄕㄣ'],['qīng shēn'],"level-7, advanced"
['情事'],4,0,['ㄑㄧㄥˊ ㄕˋ'],['qíng shì'],"level-7, advanced"
['請示'],6,1,['ㄑㄧㄥˇ ㄕˋ'],['qǐng shì'],"level-7, advanced"
['青史'],2,0,['ㄑㄧㄥ ㄕˇ'],['qīng shǐ'],"level-7, advanced"
['清算'],3,1,['ㄑㄧㄥ ㄙㄨㄢˋ'],['qīng suàn'],"level-7, advanced"
['青苔'],3,5,['ㄑㄧㄥ ㄊㄞˊ'],['qīng tái'],"level-7, advanced"
['青天'],4,0,['ㄑㄧㄥ ㄊㄧㄢ'],['qīng tiān'],"level-7, advanced"
['晴天霹靂'],2,1,['ㄑㄧㄥˊ ㄊㄧㄢ ㄆㄧ ㄌㄧˋ'],['qíng tiān pī lì'],"level-7, advanced"
['傾吐'],4,1,['ㄑㄧㄥ ㄊㄨˇ'],['qīng tǔ'],"level-7, advanced"
['輕信'],2,0,['ㄑㄧㄥ ㄒㄧㄣˋ'],['qīng xìn'],"level-7, advanced"
['傾心'],3,0,['ㄑㄧㄥ ㄒㄧㄣ'],['qīng xīn'],"level-7, advanced"
['清秀'],4,1,['ㄑㄧㄥ ㄒㄧㄡˋ'],['qīng xiù'],"level-7, advanced"
['傾軋'],3,0,['ㄑㄧㄥ ㄧㄚˋ'],['qīng yà'],"level-7, advanced"
['輕言'],3,1,['ㄑㄧㄥ ㄧㄢˊ'],['qīng yán'],"level-7, advanced"
['情意'],7,3,['ㄑㄧㄥˊ ㄧˋ'],['qíng yì'],"level-7, advanced"
['請益'],2,1,['ㄑㄧㄥˇ ㄧˋ'],['qǐng yì'],"level-7, advanced"
['清一色'],3,1,['ㄑㄧㄥ ㄧˊ ㄙㄜˋ'],['qīng yí sè'],"level-7, advanced"
['輕盈'],7,2,['ㄑㄧㄥ ㄧㄥˊ'],['qīng yíng'],"level-7, advanced"
"['情慾', '情欲']",8,1,['ㄑㄧㄥˊ ㄩˋ'],['qíng yù'],"level-7, advanced"
['請願'],5,1,['ㄑㄧㄥˇ ㄩㄢˋ'],['qǐng yuàn'],"level-7, advanced"
['傾注'],3,1,['ㄑㄧㄥ ㄓㄨˋ'],['qīng zhù'],"level-7, advanced"
['輕撫'],3,1,['ㄑㄧㄥㄈㄨˇ'],['qīngfǔ'],"level-7, advanced"
['窮鄉僻壤'],2,3,['ㄑㄩㄥˊ ㄒㄧㄤ ㄆㄧˋ ㄖㄤˇ'],['qióng xiāng pì rǎng'],"level-7, advanced"
['求教'],3,1,['ㄑㄧㄡˊ ㄐㄧㄠˋ'],['qiú jiào'],"level-7, advanced"
['丘陵'],4,6,['ㄑㄧㄡ ㄌㄧㄥˊ'],['qiū líng'],"level-7, advanced"
