序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音
1271,變化,進階,第4級,核心詞,146,184,"[['變化', ['1677']]]",ㄅㄧㄢˋ ㄏㄨㄚˋ,biàn huà
1272,表2,進階,第4級,核心詞,39,39,"[['表', ['1501']]]",ㄅㄧㄠˇ,biǎo
1273,表情,進階,第4級,核心詞,87,28,"[['表情', ['1521']]]",ㄅㄧㄠˇ ㄑㄧㄥˊ,biǎo qíng
1274,並且,進階,第4級,核心詞,225,137,"[['並且', ['1822']]]",ㄅㄧㄥˋ ㄑㄧㄝˇ,bìng qiě
1275,不得不,進階,第4級,核心詞,83,21,"[['不得不', ['1957']]]",ㄅㄨˋ ㄉㄜˊ ㄅㄨˋ,bù dé bù
1276,不斷,進階,第4級,核心詞,257,233,"[['不斷', ['1975']]]",ㄅㄨˊ ㄉㄨㄢˋ,bú duàn
1277,不論,進階,第4級,核心詞,108,56,"[['不論', ['2012']]]",ㄅㄨˊ ㄌㄨㄣˋ,bú lùn
1278,不如,進階,第4級,核心詞,86,39,"[['不如', ['2253']]]",ㄅㄨˋ ㄖㄨˊ,bù rú
1279,不行,進階,第4級,核心詞,70,93,"[['不行', ['2151']]]",ㄅㄨˋ ㄒㄧㄥˊ,bù xíng
1280,擦,進階,第4級,核心詞,39,55,"[['擦', ['37879']]]",ㄘㄚ,cā
1281,猜,進階,第4級,核心詞,47,39,"[['猜', ['37921']]]",ㄘㄞ,cāi
1282,曾經/曾,進階,第4級,核心詞,687,517,"[['曾經', ['38237']], ['曾', ['37307', '38235']]]",ㄘㄥˊ ㄐㄧㄥ/ㄘㄥˊ,céng jīng/céng
1283,差一點/差點,進階,第4級,核心詞,32,21,[],ㄔㄚ ㄧˋ ㄉㄧㄢ/ㄔㄚ ㄉㄧㄢˇ,chā yì diǎn/chā diǎn
1284,常見,進階,第4級,核心詞,52,34,"[['常見', ['32174']]]",ㄔㄤˊ ㄐㄧㄢˋ,cháng jiàn
1285,吵架,進階,第4級,核心詞,20,48,"[['吵架', ['31797']]]",ㄔㄠˇ ㄐㄧㄚˋ,chǎo jià
1286,趁,進階,第4級,核心詞,41,29,"[['趁', ['32064']]]",ㄔㄣˋ,chèn
1287,充電,進階,第4級,核心詞,4,17,"[['充電', ['33013']]]",ㄔㄨㄥ ㄉㄧㄢˋ,chōng diàn
1288,抽菸/抽煙,進階,第4級,核心詞,22,18,"[['抽菸', ['31832']]]",ㄔㄡ ㄧㄢ,chōu yān
1289,醜,進階,第4級,核心詞,19,16,"[['醜', ['31887']]]",ㄔㄡˇ,chǒu
1290,初,進階,第4級,核心詞,133,75,"[['初', ['32569']]]",ㄔㄨ,chū
1291,吹,進階,第4級,核心詞,53,70,"[['吹', ['32728']]]",ㄔㄨㄟ,chuī
1292,從小,進階,第4級,核心詞,61,132,[],ㄘㄨㄥˊ ㄒㄧㄠˇ,cóng xiǎo
1293,粗,進階,第4級,核心詞,33,29,"[['粗', ['38248']]]",ㄘㄨ,cū
1294,錯誤,進階,第4級,核心詞,144,35,"[['錯誤', ['38340']]]",ㄘㄨㄛˋ ㄨˋ,cuò wù
1295,答應,進階,第4級,核心詞,81,35,"[['答應', ['6711']]]",ㄉㄚ ㄧㄥˋ,dā yìng
1296,代,進階,第4級,核心詞,159,187,"[['代', ['7485']]]",ㄉㄞˋ,dài
1297,代表,進階,第4級,核心詞,203,239,"[['代表', ['7489']]]",ㄉㄞˋ ㄅㄧㄠˇ,dài biǎo
1298,淡,進階,第4級,核心詞,19,17,"[['淡', ['7969']]]",ㄉㄢˋ,dàn
1299,當成,進階,第4級,核心詞,59,50,"[['當成', ['8127']]]",ㄉㄤˋ ㄔㄥˊ,dàng chéng
1300,當作/當做,進階,第4級,核心詞,86,110,"[['當作', ['8128']], ['當做', ['8129']]]",ㄉㄤˋ ㄗㄨㄛˋ,dàng zuò
1301,倒1,進階,第4級,核心詞,166,102,"[['倒', ['7606', '7682']]]",ㄉㄠˋ,dào
1302,倒2,進階,第4級,核心詞,166,102,"[['倒', ['7606', '7682']]]",ㄉㄠˇ,dǎo
