context,vocab,pinyin,pos,level
個人資料,零,líng,N,level1
個人資料,爺爺,yéye,N,level1
個人資料,奶奶,năinai,N,level1
個人資料,家庭,jiātíng,N,level1
個人資料,別人,biérén,N,level1
個人資料,大人,dàrén,N,level1
個人資料,老人,lăorén,N,level1
個人資料,年輕,niánqīng,Vs,level1
個人資料,男生,nánshēng,N,level1
個人資料,女生,nǚshēng,N,level1
個人資料,號碼,hàomă,N,level1
個人資料,在,zài,Adv,level1
個人資料,哪,na,Ptc,level1
個人資料,地址,dìzhĭ,N,level1
個人資料,市,shì,N,level1
個人資料,名,míng,M,level1
個人資料,城市/城,chéngshì/chéng,N,level1
個人資料,街,jiē,N,level1
個人資料,電子郵件,diàn​zĭ​yóu​jiàn,N,level1
個人資料,禮拜,lĭbài,N,level1
個人資料,從前,cóngqián,N,level1
個人資料,剛剛/剛,gānggāng/gāng,Adv,level1
個人資料,一會兒/一會,yīhuĭr/yīhuĭ,N,level1
個人資料,結婚,jiéhūn,Vp-sep,level1
個人資料,春天/春,chūntiān/chūn,N,level1
個人資料,夏天/夏,xiàtiān/xià,N,level1
個人資料,秋天/秋,qiūtiān/qiū,N,level1
個人資料,冬天/冬,dōngtiān/dōng,N,level1
個人資料,笑,xiào,Vi,level1
個人資料,哭,kū,Vi,level1
個人資料,高興,gāoxìng,Vs,level1
個人資料,緊張,jĭnzhāng,Vs,level1
個人資料,可愛,kěài,Vs,level1
個人資料,生氣,shēngqì,Vs-sep,level1
個人資料,難過,nánguò,Vs,level1
個人資料,聰明,cōngmíng,Vs,level1
個人資料,相信,xiāngxìn,Vst,level1
個人資料,經驗,jīngyàn,N,level1
個人資料,辛苦,xīnkŭ,Vs,level1
個人資料,願意,yuànyì,Vaux,level1
個人資料,習慣,xíguàn,N / Vs,level1
個人資料,當然,dāngrán,Adv,level1
個人資料,更,gèng,Adv,level1
工作,醫院,yīyuàn,N,level1
工作,公司,gōngsī,N,level1
工作,辦公室,bàngōngshì,N,level1
工作,工人,gōngrén,N,level1
工作,護士,hùshì,N,level1
工作,司機,sījī,N,level1
工作,老闆/老板,lăobăn,N,level1
工作,上班,shàngbān,V-sep,level1
工作,下班,xiàbān,V-sep,level1
工作,能力,nénglì,N,level1
工作,努力,nǔlì,Vs,level1
工作,準備,zhǔnbèi,V,level1
工作,打算,dăsuàn,Vaux,level1
工作,計畫/計劃,jìhuà,V / N,level1
工作,機會,jīhuì,N,level1
工作,如果,rúguŏ,Conj,level1
教育,小學,xiăoxué,N,level1
教育,高中,gāozhōng,N,level1
教育,上學,shàngxué,V-sep,level1
教育,開學,kāixué,Vp,level1
教育,班,bān,M / N,level1
教育,年級,niánjí,N,level1
教育,作業,zuòyè,N,level1
教育,成績,chéngjī,N,level1
教育,語言,yǔyán,N,level1
教育,華語/華文,huáyǔ/huáwén,N,level1
教育,黑板,hēibăn,N,level1
教育,課本,kèběn,N,level1
教育,字典,zìdiăn,N,level1
教育,注意,zhùyì,Vst,level1
教育,讀書,dúshū,V-sep,level1
教育,回答,huídá,V/N,level1
教育,答,dá,V,level1
教育,句,jù,M,level1
教育,圖,tú,N,level1
教育,部分(˙ㄈㄣ)/部份(˙ㄈㄣ),bùfen,Det / N,level1
教育,想法,xiăngfă,N,level1
教育,學習,xuéxí,V,level1
教育,練習,liànxí,V / N,level1
教育,參加,cānjiā,V,level1
教育,文化,wénhuà,N,level1
教育,認為,rènwéi,V,level1
教育,清楚,qīngchŭ,Vs,level1
教育,決定,juédìng,N / Vp,level1
教育,記得,jìde,Vst,level1
教育,忘,wàng,Vp,level1
教育,棒,bàng,Vs,level1
教育,行,xíng,Vs,level1
教育,行,háng,M,level1
教育,講,jiăng,V,level1
教育,加,jiā,V,level1
教育,算,suàn,V,level1
教育,交,jiāo,V,level1
教育,借,jiè,V,level1
教育,還,huán,V,level1
教育,辦法,bànfă,N,level1
教育,方法,fāngfă,N,level1
教育,有用,yŏuyòng,Vs,level1
教育,進步,jìnbù,Vp,level1
教育,圖書館,túshūguăn,N,level1
教育,洗手間/廁所,xĭshŏujiān/cèsuŏ,N,level1
教育,宿舍,sùshè,N,level1
房屋與家庭、環境,屋(子),wū(zi),N,level1
房屋與家庭、環境,間,jiān,M,level1
房屋與家庭、環境,大樓,dàlóu,N,level1
房屋與家庭、環境,樓上,lóushàng,N,level1
房屋與家庭、環境,樓下,lóuxià,N,level1
房屋與家庭、環境,樓梯,lóutī,N,level1
房屋與家庭、環境,電梯,diàntī,N,level1
房屋與家庭、環境,廚房,chúfáng,N,level1
房屋與家庭、環境,客廳,kètīng,N,level1
房屋與家庭、環境,窗(子)/窗戶(˙ㄏㄨ),chuāng(zi )/chuānghu,N,level1
房屋與家庭、環境,家具,jiājù,N,level1
房屋與家庭、環境,沙發,shāfā,N,level1
房屋與家庭、環境,盒/盒(子),hé/hézi,M / N,level1
房屋與家庭、環境,關,guān,V,level1
房屋與家庭、環境,燈,dēng,N,level1
房屋與家庭、環境,冷氣(機),lěngqì(jī),N,level1
房屋與家庭、環境,冰箱,bīngxiāng,N,level1
房屋與家庭、環境,台,tái,M,level1
房屋與家庭、環境,電,diàn,N,level1
房屋與家庭、環境,乾淨,gānjìng,Vs,level1
房屋與家庭、環境,房租,fángzū,N,level1
房屋與家庭、環境,租,zū,V,level1
房屋與家庭、環境,世界,shìjiè,N,level1
房屋與家庭、環境,火,huŏ,N,level1
房屋與家庭、環境,雪,xuě,N,level1
房屋與家庭、環境,下雪,xiàxuě,V-sep,level1
房屋與家庭、環境,地,dì,N,level1
房屋與家庭、環境,河,hé,N,level1
房屋與家庭、環境,湖,hú,N,level1
房屋與家庭、環境,馬,mă,N,level1
房屋與家庭、環境,鳥,niăo,N,level1
房屋與家庭、環境,貓,māo,N,level1
房屋與家庭、環境,狗,gŏu,N,level1
房屋與家庭、環境,海,hăi,N,level1
房屋與家庭、環境,草,căo,N,level1
房屋與家庭、環境,樹,shù,N,level1
房屋與家庭、環境,隻,zhī,M,level1
房屋與家庭、環境,長,zhăng,Vs,level1
房屋與家庭、環境,太陽,tàiyáng,N,level1
日常生活,洗,xĭ,V,level1
日常生活,洗澡,xĭzăo,V-sep,level1
日常生活,有空/有空兒,yŏukòng/yŏukòngr,Vs,level1
日常生活,發現,fāxiàn,Vp / N,level1
日常生活,餐,cān,N,level1
日常生活,搬,bān,V,level1
日常生活,掛,guà,V,level1
日常生活,脫,tuō,V,level1
閒暇時間、娛樂,過年,guònián,Vi,level1
閒暇時間、娛樂,新年,xīnnián,N,level1
閒暇時間、娛樂,游泳,yóuyŏng,V-sep,level1
閒暇時間、娛樂,跑/跑步,păo/păobù,Vi,level1
閒暇時間、娛樂,踢,tī,V,level1
閒暇時間、娛樂,足球,zúqiú,N,level1
閒暇時間、娛樂,籃球,lánqiú,N,level1
閒暇時間、娛樂,網球,wăngqiú,N,level1
閒暇時間、娛樂,棒球,bàngqiú,N,level1
閒暇時間、娛樂,比賽,bĭsài,Vi / N,level1
閒暇時間、娛樂,開始,kāishĭ,Vp,level1
閒暇時間、娛樂,騎,qí,V,level1
閒暇時間、娛樂,腳踏車/自行車,jiăotàchē/zìxíngchē,N,level1
閒暇時間、娛樂,上網,shàngwăng,V-sep,level1
閒暇時間、娛樂,網路,wănglù,N,level1
閒暇時間、娛樂,網站,wăngzhàn,N,level1
閒暇時間、娛樂,報紙,bàozhĭ,N,level1
閒暇時間、娛樂,次,cì,M,level1
閒暇時間、娛樂,電影院,diànyĭngyuàn,N,level1
閒暇時間、娛樂,部,bù,M,level1
閒暇時間、娛樂,場,chăng,M,level1
閒暇時間、娛樂,音樂,yīnyuè,N,level1
閒暇時間、娛樂,票,piào,N,level1
閒暇時間、娛樂,活動,huódòng,N,level1
閒暇時間、娛樂,故事(˙ㄕ),gùshi,N,level1
閒暇時間、娛樂,聊天/聊天兒,liáotiān/liáotiānr,V-sep,level1
閒暇時間、娛樂,有時候(˙ㄏㄡ)/有時,yŏushíhou/yŏushí,Adv,level1
閒暇時間、娛樂,平常,píngcháng,N,level1
閒暇時間、娛樂,總是,zŏngshì,Adv,level1
閒暇時間、娛樂,已經,yĭjīng,Adv,level1
閒暇時間、娛樂,後來,hòulái,N,level1
閒暇時間、娛樂,各,gè,Det,level1
閒暇時間、娛樂,變,biàn,V,level1
閒暇時間、娛樂,才,cái,Adv,level1
與他人的關係,客人,kèrén,N,level1
與他人的關係,客氣(˙ㄑㄧ),kèqi,Vs,level1
與他人的關係,不客氣,bùkèqì,,level1
與他人的關係,不好意思,bùhăoyìsi,,level1
與他人的關係,喂(ㄨㄟˊ),wéi,Ptc,level1
與他人的關係,喂,wèi,Ptc,level1
與他人的關係,麻煩(˙ㄈㄢ),máfan,N,level1
與他人的關係,禮物,lĭwù,N,level1
與他人的關係,歡迎,huānyíng,Vst,level1
與他人的關係,寄,jì,V,level1
與他人的關係,接,jiē,V,level1
與他人的關係,郵局,yóujú,N,level1
與他人的關係,銀行,yínháng,N,level1
與他人的關係,壞,huài,Vp,level1
與他人的關係,幫忙,bāngmáng,V-sep,level1
與他人的關係,幫助,bāngzhù,V,level1
與他人的關係,小朋友,xiăopéngyŏu,N,level1
與他人的關係,信,xìn,N,level1
與他人的關係,信封,xìnfēng,N,level1
與他人的關係,認識,rènshì,Vpt,level1
與他人的關係,最近,zuìjìn,Adv,level1
與他人的關係,聽說,tīngshuō,V,level1
與他人的關係,見面,jiànmiàn,V-sep,level1
與他人的關係,事情,shìqíng,N,level1
與他人的關係,幫,bāng,V,level1
與他人的關係,錢包,qiánbāo,N,level1
與他人的關係,拉,lā,V,level1
與他人的關係,啊,ā,Ptc,level1
與他人的關係,怎麼辦,zěnmebàn,,level1
旅行,車站,chēzhàn,N,level1
旅行,汽車,qìchē,N,level1
旅行,飛機場/機場,fēijīchăng/jīchăng,N,level1
旅行,馬路,mălù,N,level1
旅行,路口,lùkŏu,N,level1
旅行,十字路口,shízìlùkŏu,N,level1
旅行,對面,duìmiàn,N,level1
旅行,旅行,lǚxíng,Vi / N,level1
旅行,飯店,fàndiàn,N,level1
旅行,旅館,lǚguăn,N,level1
旅行,袋子,dàizi,N,level1
旅行,參觀,cānguān,V,level1
旅行,地圖,dìtú,N,level1
旅行,照相機/相機,zhàoxiàngjī/xiàngjī,N,level1
旅行,照相,zhàoxiàng,V-sep,level1
旅行,照片/相片/相片兒,zhàopiàn/xiàngpiàn/xiàngpiànr,N,level1
旅行,風景,fēngjĭng,N,level1
旅行,南/南部,nán/nánbù,N,level1
旅行,西/西部,xī/ xībù,N,level1
旅行,北/北部,běi/běibù,N,level1
旅行,東/東部,dōng/dōngbù,N,level1
旅行,中間,zhōngjiān,N,level1
旅行,離,lí,Prep,level1
旅行,離開,líkāi,Vp,level1
旅行,經過,jīngguò,V,level1
旅行,往,wăng,Prep,level1
旅行,送,sòng,V,level1
旅行,放,fàng,V,level1
旅行,近,jìn,Vs,level1
旅行,遠,yuăn,Vs,level1
旅行,向,xiàng,Prep,level1
旅行,轉,zhuăn,V,level1
旅行,掉,diào,Vpt,level1
旅行,一直,yīzhí,Adv,level1
旅行,最後,zuìhòu,N,level1
健康及身體照護,病人,bìngrén,N,level1
健康及身體照護,頭髮/髮,tóufă/fă,N,level1
健康及身體照護,手指(頭)/指頭,shŏuzhĭ(tou)/zhĭtou,N,level1
健康及身體照護,肚(子),dù(zi),N,level1
健康及身體照護,臉,liăn,N,level1
健康及身體照護,心,xīn,N,level1
健康及身體照護,健康,jiànkāng,Vs / N,level1
健康及身體照護,渴,kě,Vs,level1
健康及身體照護,舒服(˙ㄈㄨ),shūfu,Vs,level1
健康及身體照護,眼鏡,yănjìng,N,level1
購物,賣,mài,V,level1
購物,付,fù,V,level1
購物,希望,xīwàng,Vst,level1
購物,書店,shūdiàn,N,level1
購物,商店,shāngdiàn,N,level1
購物,市場,shìchăng,N,level1
購物,超級市場/超市,chāojíshìchăng/chāoshì,N,level1
購物,信用卡,xìnyòngkă,N,level1
購物,重要,zhòngyào,Vs,level1
購物,顏色,yánsè,N,level1
購物,黃色,huángsè,N,level1
購物,白色,báisè,N,level1
購物,手錶/手表/錶/表,shŏubiăo/biăo,N,level1
購物,襪(子),wà(zi),N,level1
購物,雙,shuāng,M,level1
購物,裙(子),qún(zi),N,level1
購物,褲(子),kù(zi),N,level1
購物,大衣,dàyī,N,level1
購物,帽(子),mào(zi),N,level1
購物,皮包,píbāo,N,level1
購物,外套,wàitào,N,level1
購物,小心,xiăoxīn,Vs,level1
購物,比較/較,bĭjiào/jiào,Adv,level1
購物,差不多,chabùduō,Vs / Adv,level1
購物,戴,dài,V,level1
購物,試,shì,V,level1
購物,輕,qīng,Vs,level1
購物,重,zhòng,Vs,level1
購物,樣子,yàngzi,N,level1
購物,特別,tèbié,Vs,level1
購物,簡單,jiăndān,Vs,level1
購物,其他/其它,qítā,Det,level1
購物,聲音/聲,shēngyīn,N,level1
購物,好像,hăoxiàng,Adv,level1
購物,奇怪,qíguài,Vs,level1
飲食,三明治,sānmíngzhì,N,level1
飲食,漢堡,hànbăo,N,level1
飲食,蘋果,píngguŏ,N,level1
飲食,西瓜,xīguā,N,level1
飲食,啤酒,píjiŭ,N,level1
飲食,紅茶,hóngchá,N,level1
飲食,點心,diănxīn,N,level1
飲食,冰淇淋,bīngqílín,N,level1
飲食,青菜,qīngcài,N,level1
飲食,糖,táng,N,level1
飲食,叉(子),chā(zi),N,level1
飲食,刀(子),dāo(zi),N,level1
飲食,湯匙,tāngchí,N,level1
飲食,盤/盤(子),pán(zi),M / N,level1
飲食,片,piàn,M,level1
飲食,瓶/瓶(子),píng(zi),M / N,level1
飲食,支,zhī,M,level1
飲食,份,fèn,M,level1
飲食,道,dào,M,level1
飲食,一半/一半兒,yībàn/yībànr,Det,level1
飲食,味道,wèidào,N,level1
飲食,酸,suān,Vs,level1
飲食,苦,kŭ,Vs,level1
飲食,鹹,xián,Vs,level1
飲食,辣,là,Vs,level1
飲食,香,xiāng,Vs,level1
飲食,條,tiáo,M,level1
飲食,種,zhŏng,M,level1
飲食,包,bāo,M,level1
飲食,全部,quánbù,Det,level1
飲食,所有,suŏyŏu,Det,level1
飲食,需要,xūyào,Vst,level1
飲食,烤,kăo,V,level1
其他,過,guò,V,level1
其他,但是/但,dànshì/dàn,Conj,level1
其他,或是,huòshì,Conj,level1
其他,要是,yàoshì,Conj,level1
其他,把,bă,Ptc,level1
其他,被,bèi,Ptc,level1
其他,讓,ràng,Ptc,level1
其他,雖然,suīrán,Conj,level1
其他,那麼,nàme,Adv,level1
其他,這麼,zhème,Adv,level1
其他,本來,běnlái,Adv,level1
其他,啦,la,Ptc,level1
其他,呀,yā,Ptc,level1
其他,以為,yĭwéi,V,level1
其他,有的,yŏude,Det,level1
其他,替,tì,Prep,level1
其他,一下(子)/一下子兒,yīxià(zi)/yīxiàzir,N,level1
其他,不過,bùguò,Adv / Conj,level1
其他,地,de,Ptc,level1
個人資料,出生,chūshēng,Vp,level2
個人資料,不同,bùtóng,Vs,level2
個人資料,住址,zhùzhĭ,N,level2
個人資料,母語,mǔyǔ,N,level2
個人資料,表,biăo,N,level2
個人資料,鐘,zhōng,M,level2
個人資料,鐘/時鐘,zhōng/shízhōng,N,level2
個人資料,傳真,chuánzhēn,N,level2
個人資料,白天(˙ㄊㄧㄢ),báitian,N,level2
個人資料,半夜,bànyè,N,level2
個人資料,夜晚,yèwăn,N,level2
個人資料,日子,rìzi,N,level2
個人資料,夜,yè,N,level2
個人資料,春季,chūnjì,N,level2
個人資料,時,shí,N,level2
個人資料,不久,bùjiŭ,N,level2
個人資料,剛才,gāngcái,Adv,level2
個人資料,早點,zăodiăn,Adv,level2
個人資料,正好,zhènghăo,Adv / Vs,level2
個人資料,年紀,niánjì,N,level2
個人資料,男人,nánrén,N,level2
個人資料,女人,nǚrén,N,level2
個人資料,父親,fùqīn,N,level2
個人資料,母親,mǔqīn,N,level2
個人資料,父母,fùmŭ,N,level2
個人資料,外公,wàigōng,N,level2
個人資料,外婆,wàipó,N,level2
個人資料,伯伯(˙ㄅㄛ)/伯,bóbo/bó,N,level2
個人資料,伯父,bófù,N,level2
個人資料,伯母,bómŭ,N,level2
個人資料,叔叔(˙ㄕㄨ)/叔,shúshu/shú,N,level2
個人資料,姑姑(˙ㄍㄨ),gūgu,N,level2
個人資料,孫女,sūnnǚ,N,level2
個人資料,孫子,sūnzi,N,level2
個人資料,關係,guānxì,N,level2
個人資料,害怕,hàipà,Vs,level2
個人資料,開心,kāixīn,Vs,level2
個人資料,擔心,dānxīn,Vst,level2
個人資料,傷心,shāngxīn,Vs-sep,level2
個人資料,美麗,měilì,Vs,level2
個人資料,帥,shuài,Vs,level2
個人資料,笨,bèn,Vs,level2
個人資料,認真,rènzhēn,Vs,level2
個人資料,敢,găn,Vaux,level2
個人資料,急,jí,Vs,level2
個人資料,禮貌,lĭmào,N,level2
個人資料,害羞,hàixiū,Vs,level2
個人資料,關心,guānxīn,Vst,level2
個人資料,心情,xīnqíng,N,level2
個人資料,幸福,xìngfú,Vs,level2
個人資料,差,cha,Vs-pred,level2
個人資料,兄弟,xiōngdì,N,level2
個人資料,阿姨,āyí,N,level2
個人資料,身邊,shēnbiān,N,level2
個人資料,身高,shēngāo,N,level2
個人資料,長大,zhăngdà,Vp,level2
工作,經理,jīnglĭ,N,level2
工作,教書,jiāoshū,V-sep,level2
工作,開會,kāihuì,V-sep,level2
工作,加班,jiābān,V-sep,level2
工作,危險,wéixiăn,Vs,level2
工作,安全,ānquán,Vs / N,level2
工作,成功,chénggōng,Vs,level2
工作,報告,bàogào,V / N,level2
工作,資料,zīliào,N,level2
工作,管理,guănlĭ,V,level2
工作,做法/作法,zuòfă,N,level2
工作,看法,kànfă,N,level2
工作,辦,bàn,V,level2
工作,打工,dăgōng,V-sep,level2
工作,選,xuăn,V,level2
工作,嚴重,yánzhòng,Vs,level2
工作,正式,zhèngshì,Vs,level2
教育,查,chá,V,level2
教育,考,kăo,V,level2
教育,例如,lìrú,Prep,level2
教育,例(子),lì(zi),N,level2
教育,題目,tímù,N,level2
教育,題,tí,M,level2
教育,答案,dáàn,N,level2
教育,念書/唸書,niànshū,V-sep,level2
教育,歷史,lìshĭ,N,level2
教育,數學,shùxué,N,level2
教育,書法,shūfă,N,level2
教育,英語,yīngyǔ,N,level2
教育,作文,zuòwén,N / Vi,level2
教育,漢字,hànzì,N,level2
教育,詞,cí,N,level2
教育,文法,wénfă,N,level2
教育,加上,jiāshàng,V,level2
教育,減,jiăn,Vst,level2
教育,乘,chéng,V,level2
教育,除,chú,Prep / Vst / V,level2
教育,國小,guóxiăo,N,level2
教育,中學,zhōngxué,N,level2
教育,學院,xuéyuàn,N,level2
教育,大學生,dàxuéshēng,N,level2
教育,教授,jiàoshòu,N,level2
教育,放假,fàngjià,V-sep,level2
教育,春假,chūnjià,N,level2
教育,暑假,shŭjià,N,level2
教育,寒假,hánjià,N,level2
教育,假,jià,N,level2
教育,畢業,bìyè,Vp-sep,level2
教育,學期,xuéqí,N,level2
教育,服務,fúwù,V,level2
教育,室友,shìyŏu,N,level2
教育,操場,cāochăng,N,level2
教育,校園,xiàoyuán,N,level2
教育,位子,wèizi,N,level2
教育,書桌,shūzhuō,N,level2
教育,書包,shūbāo,N,level2
教育,書架,shūjià,N,level2
教育,本子,běnzi,N,level2
教育,尺,chĭ,N,level2
教育,討論,tăolùn,V,level2
教育,同意,tóngyì,Vst,level2
教育,了解/瞭解,liăojiě,Vst,level2
教育,無聊,wúliáo,Vs,level2
教育,有趣,yŏuqù,Vs,level2
教育,有意思(˙ㄙ),yŏuyìsi,Vs,level2
教育,原因,yuányīn,N,level2
教育,遍,biàn,M,level2
教育,改,găi,V,level2
教育,忘記,wàngjì,Vpt,level2
教育,程度,chéngdù,N,level2
教育,趕快,gănkuài,Adv,level2
教育,以上,yĭshàng,N,level2
教育,以下,yĭxià,N,level2
教育,意見,yìjiàn,N,level2
教育,用功,yònggōng,Vs,level2
教育,研究,yánjiù,N / V,level2
教育,教育,jiàoyù,N / V,level2
教育,選擇,xuănzé,N / V,level2
教育,建議,jiànyì,N / V,level2
教育,知識,zhīshì,N,level2
房屋與家庭、環境,座,zuò,M,level2
房屋與家庭、環境,臥室,wòshì,N,level2
房屋與家庭、環境,臥房,wòfáng,N,level2
房屋與家庭、環境,浴室,yùshì,N,level2
房屋與家庭、環境,院(子),yuàn(zi),N,level2
房屋與家庭、環境,書房,shūfáng,N,level2
房屋與家庭、環境,洗衣機,xĭyījī,N,level2
房屋與家庭、環境,餐桌,cānzhuō,N,level2
房屋與家庭、環境,打開,dăkāi,Vp,level2
房屋與家庭、環境,箱/箱(子),xiāng /xiāng(zi),M / N,level2
房屋與家庭、環境,層,céng,M,level2
房屋與家庭、環境,櫃(子),guì(zi),N,level2
房屋與家庭、環境,大門,dàmén,N,level2
房屋與家庭、環境,鄰居,línjū,N,level2
房屋與家庭、環境,熱鬧(˙ㄋㄠ),rènao,Vs,level2
房屋與家庭、環境,吵,chăo,Vs,level2
房屋與家庭、環境,亂,luàn,Vs,level2
房屋與家庭、環境,房東,fángdōng,N,level2
房屋與家庭、環境,房屋,fángwū,N,level2
房屋與家庭、環境,搬家,bānjiā,V-sep,level2
房屋與家庭、環境,開水,kāishuĭ,N,level2
房屋與家庭、環境,鄉下,xiāngxià,N,level2
房屋與家庭、環境,傘,săn,N,level2
房屋與家庭、環境,朵,duŏ,M,level2
房屋與家庭、環境,蚊(子),wén(zi),N,level2
房屋與家庭、環境,自然,zìrán,Vs,level2
房屋與家庭、環境,月亮,yuèliàng,N,level2
房屋與家庭、環境,星星,xīngxing,N,level2
房屋與家庭、環境,環境,huánjìng,N,level2
房屋與家庭、環境,晴天,qíngtiān,N,level2
房屋與家庭、環境,暖和,nuănhuo,Vs,level2
房屋與家庭、環境,涼快,liángkuài,Vs,level2
房屋與家庭、環境,涼,liáng,Vs,level2
房屋與家庭、環境,乾,gān,Vp,level2
房屋與家庭、環境,濕/溼,shī,Vs,level2
房屋與家庭、環境,度,dù,M,level2
房屋與家庭、環境,颱風,táifēng,N,level2
房屋與家庭、環境,季節,jìjié,N,level2
房屋與家庭、環境,環保,huánbăo,N,level2
房屋與家庭、環境,垃圾,lèsè,N,level2
房屋與家庭、環境,汙染,wūrăn,V,level2
房屋與家庭、環境,底,dĭ,N,level2
房屋與家庭、環境,底下(˙ㄒㄧㄚ),dĭxia,N,level2
房屋與家庭、環境,內,nèi,N,level2
房屋與家庭、環境,深,shēn,Vs,level2
房屋與家庭、環境,淺,qiăn,Vs,level2
日常生活,發生,fāshēng,Vpt,level2
日常生活,照顧,zhàogù,V,level2
日常生活,生活,shēnghuó,N,level2
日常生活,日記,rìjì,N,level2
日常生活,流,liú,V,level2
日常生活,流汗,liúhàn,V-sep,level2
日常生活,夢,mèng,N,level2
日常生活,枕頭(˙ㄊㄡ),zhěntou,N,level2
日常生活,鬧鐘,nàozhōng,N,level2
日常生活,拖鞋,tuōxié,N,level2
日常生活,毛巾,máojīn,N,level2
日常生活,刷(子) / 刷,shuā(zi)/shuā,N / V,level2
日常生活,肥皂,féizào,N,level2
日常生活,牙膏,yágāo,N,level2
日常生活,衛生紙,wèishēngzhĭ,N,level2
日常生活,籃(子),lán(zi),N,level2
閒暇時間、娛樂,假日,jiàrì,N,level2
閒暇時間、娛樂,結束,jiéshù,Vp,level2
閒暇時間、娛樂,完,wán,Vp,level2
閒暇時間、娛樂,散步,sànbù,V-sep,level2
閒暇時間、娛樂,慢跑,mànpăo,Vi,level2
閒暇時間、娛樂,野餐,yěcān,Vi,level2
閒暇時間、娛樂,爬,pá,Vi,level2
閒暇時間、娛樂,拍,pāi,V,level2
閒暇時間、娛樂,抓,zhuā,V,level2
閒暇時間、娛樂,座位,zuòwèi,N,level2
閒暇時間、娛樂,新聞,xīnwén,N,level2
閒暇時間、娛樂,體育,tĭyù,N,level2
閒暇時間、娛樂,經常,jīngcháng,Adv,level2
閒暇時間、娛樂,雜誌,zázhì,N,level2
閒暇時間、娛樂,美術,měishù,N,level2
閒暇時間、娛樂,畫家,huàjiā,N,level2
閒暇時間、娛樂,興趣,xìngqù,N,level2
閒暇時間、娛樂,收,shōu,V,level2
閒暇時間、娛樂,談,tán,V,level2
閒暇時間、娛樂,聊,liáo,V,level2
閒暇時間、娛樂,遲到,chídào,Vp,level2
閒暇時間、娛樂,樂器,yuèqì,N,level2
閒暇時間、娛樂,吉他,jítā,N,level2
閒暇時間、娛樂,可怕,kěpà,Vs,level2
閒暇時間、娛樂,輕鬆,qīngsōng,Vs,level2
閒暇時間、娛樂,情形,qíngxíng,N,level2
閒暇時間、娛樂,消息,xiāoxí,N,level2
閒暇時間、娛樂,看起來,kànqĭlái,Adv,level2
閒暇時間、娛樂,舞,wŭ,N,level2
閒暇時間、娛樂,游,yóu,Vi,level2
閒暇時間、娛樂,游泳池,yóuyŏngchí,N,level2
閒暇時間、娛樂,遊戲,yóuxì,N / Vi,level2
閒暇時間、娛樂,茶館/茶館兒,cháguăn/cháguănr,N,level2
閒暇時間、娛樂,門票,ménpiào,N,level2
與他人的關係,陪,péi,V,level2
與他人的關係,利用,lìyòng,V,level2
與他人的關係,好處,hăochù,N,level2
與他人的關係,壞處,huàichù,N,level2
與他人的關係,目的,mùdì,N,level2
與他人的關係,要求,yāoqiú,N / V,level2
與他人的關係,合作,hézuò,Vs,level2
與他人的關係,主人,zhǔrén,N,level2
與他人的關係,請客,qĭngkè,V-sep,level2
與他人的關係,約,yuē,V,level2
與他人的關係,約會,yuēhuì,N / Vi,level2
與他人的關係,派對,pàiduì,N,level2
與他人的關係,祝,zhù,V,level2
與他人的關係,留,liú,V,level2
與他人的關係,封,fēng,M,level2
與他人的關係,信箱,xìnxiāng,N,level2
與他人的關係,郵票,yóupiào,N,level2
與他人的關係,回信,huíxìn,V-sep,level2
與他人的關係,郵件,yóujiàn,N,level2
與他人的關係,弄,nòng,V,level2
與他人的關係,放心,fàngxīn,Vs-sep,level2
與他人的關係,偷,tōu,V,level2
與他人的關係,滿,măn,Vp,level2
與他人的關係,丟,diū,V,level2
與他人的關係,換,huàn,V,level2
與他人的關係,一塊/一塊兒,yīkuài/yīkuàir,Adv,level2
與他人的關係,同時,tóngshí,N,level2
與他人的關係,保護,băohù,V,level2
與他人的關係,出門,chūmén,V-sep,level2
與他人的關係,現代,xiàndài,N / Vs,level2
與他人的關係,傳統,chuántŏng,Vs,level2
與他人的關係,除夕,chúxì,N,level2
與他人的關係,春節,chūnjié,N,level2
與他人的關係,節日,jiérì,N,level2
與他人的關係,帶來,dàilái,V,level2
與他人的關係,當中,dāngzhōng,N,level2
與他人的關係,法律,fălǜ,N,level2
與他人的關係,方面,fāngmiàn,N,level2
與他人的關係,開玩笑,kāiwánxiào,V-sep,level2
與他人的關係,可惜,kěxí,Vs,level2
與他人的關係,老太太(˙ㄊㄞ),lăotàitai,N,level2
與他人的關係,有名,yŏumíng,Vs,level2
與他人的關係,自由,zìyóu,N / Vs,level2
與他人的關係,社會,shèhuì,N,level2
旅行,時差,shíchā,N,level2
旅行,市區,shìqū,N,level2
旅行,溫泉,wēnquán,N,level2
旅行,公路,gōnglù,N,level2
旅行,速度,sùdù,N,level2
旅行,到處,dàochù,Adv,level2
旅行,地點,dìdiăn,N,level2
旅行,巴士,bāshì,N,level2
旅行,加油,jiāyóu,Vi,level2
旅行,摩托車/機車,mótuōchē/jīchē,N,level2
旅行,船/船兒,chuán/chuánr,N,level2
旅行,地鐵,dìtiě,N,level2
旅行,捷運,jiéyùn,N,level2
旅行,停車場,tíngchēchăng,N,level2
旅行,月台,yuètái,N,level2
旅行,搭,dā,V,level2
旅行,飛,fēi,Vi,level2
旅行,下,xià,V,level2
旅行,上,shàng,V,level2
