context,vocab,pinyin,pos,level
,競爭,jìngzhēng,N,level4
,揪,jiū,V,level4
,糾紛,jiūfēn,N,level4
,酒店,jiŭdiàn,N,level4
,酒館,jiŭguăn,N,level4
,酒精,jiŭjīng,N,level4
,就,jiù,Vst,level4
,就緒,jiùxù,Vs,level4
,救濟,jiùjì,V,level4
,救援,jiùyuán,V,level4
,居,jū,Vst,level4
,局部,júbù,Det,level4
,局面,júmiàn,N,level4
,沮喪,jŭsàng,Vs,level4
,舉止,jŭzhĭ,N,level4
,舉重,jŭzhòng,N,level4
,巨人,jùrén,N,level4
,拒,jù,V,level4
,據悉,jùxī,Conj,level4
,俱全,jùquán,Vs-pred,level4
,捐獻,juānxiàn,V,level4
,捐贈,juānzèng,V,level4
,決賽,juésài,N,level4
,決議,juéyì,N,level4
,抉擇,juézé,N,level4
,絕大多數,juédàduōshù,Det,level4
,絕跡,juéjī,Vp,level4
,均,jūn,Adv,level4
,均衡,jūnhéng,Vs,level4
,均勻,jūnyún,Vs,level4
,軍備,jūnbèi,N,level4
,軍閥,jūnfá,N,level4
,軍官,jūnguān,N,level4
,軍艦,jūnjiàn,N,level4
,開辦,kāibàn,V,level4
,開導,kāidăo,V,level4
,開發,kāifā,N,level4
,開飯,kāifàn,Vp,level4
,開放,kāifàng,Vs,level4
,開口,kāikŏu,V-sep,level4
,開闊,kāikuò,Vs,level4
,開路,kāilù,V-sep,level4
,開幕,kāimù,Vp,level4
,開盤,kāipán,Vp,level4
,開闢,kāipì,V,level4
,開啟,kāiqĭ,Vpt,level4
,開頭/開頭兒,kāitóu/kāitóur,N,level4
,開銷,kāixiāo,N,level4
,開業,kāiyè,Vp,level4
,開展,kāizhăn,V,level4
,開張,kāizhāng,Vp,level4
,刊物,kānwù,N,level4
,刊登,kāndēng,V,level4
,看守,kānshŏu,V,level4
,康復,kāngfù,Vp,level4
,慷慨,kāngkăi,Vs,level4
,扛,káng,V,level4
,抗爭,kàngzhēng,Vi,level4
,考場,kăochăng,N,level4
,考古,kăogŭ,Vi,level4
,考量,kăoliáng,N,level4
,考生,kăoshēng,N,level4
,考驗,kăoyàn,V,level4
,烤肉,kăoròu,N,level4
,靠,kào,Vst,level4
,刻畫/刻劃,kèhuà,Vi,level4
,科幻,kēhuàn,Vs,level4
,苛責,kēzé,V,level4
,殼,ké,N,level4
,可觀,kěguān,Vs,level4
,可見,kějiàn,Conj,level4
,可望,kěwàng,Vaux,level4
,可行,kěxíng,Vs,level4
,刻薄,kèbó,Vs,level4
,刻苦,kèkŭ,Vs,level4
,刻意,kèyì,Adv,level4
,客機,kèjī,N,level4
,課業,kèyè,N,level4
,克制,kèzhì,V,level4
,吭聲,kēngshēng,Vi,level4
,空曠,kōngkuàng,Vs,level4
,空難,kōngnàn,N,level4
,空談,kōngtán,Vi,level4
,空運,kōngyùn,V,level4
,孔,kŏng,N,level4
,恐嚇,kŏnghè,V,level4
,恐懼,kŏngjù,Vs,level4
,口頭,kŏutóu,N,level4
,口吻,kŏuwěn,N,level4
,扣除,kòuchú,V,level4
,苦工,kŭgōng,N,level4
,苦難,kŭnàn,N,level4
,苦惱,kŭnăo,Vs,level4
,苦衷,kŭzhōng,N,level4
,庫存,kùcún,N,level4
,誇耀,kuāyào,V,level4
,跨越,kuàyuè,V,level4
,快活,kuàihuó,Vs,level4
,寬廣,kuānguăng,Vs,level4
,寬闊,kuānkuò,Vs,level4
,款,kuăn,M,level4
,款待,kuăndài,V,level4
,狂風,kuángfēng,N,level4
,狂妄,kuángwàng,Vs,level4
,礦產,kuàngchăn,N,level4
,礦工,kuànggōng,N,level4
,虧,kuī,Vp,level4
,昆蟲,kūnchóng,N,level4
,捆,kŭn,V,level4
,困,kùn,Vi,level4
,困境,kùnjìng,N,level4
,困擾,kùnrăo,N / Vs,level4
,擴建,kuòjiàn,V,level4
,擴散,kuòsàn,Vs,level4
,擴張,kuòzhāng,Vst,level4
,拉票,lāpiào,V-sep,level4
,臘月,làyuè,N,level4
,來賓,láibīn,N,level4
,來得,láide,Adv,level4
,來客,láikè,N,level4
,欄,lán,M,level4
,攔,lán,V,level4
,懶惰,lănduò,Vs,level4
,懶散,lănsăn,Vs,level4
,朗讀,lăngdú,V,level4
,朗誦,lăngsòng,V,level4
,牢,láo,N,level4
,勞改,láogăi,Vi,level4
,勞累,láolèi,Vs,level4
,老人家,lăorénjia,N,level4
,老天爺,lăotiānyé,N,level4
,老頭兒/老頭(子),lăotóur/lăotóu(zi),N,level4
,老鄉,lăoxiāng,N,level4
,老子,lăozi,N,level4
,雷,léi,N,level4
,雷達,léidá,N,level4
,雷同,léitóng,Vs,level4
,累積,lěijī,V,level4
,類似,lèisì,Vst,level4
,冷凍,lěngdòng,V,level4
,冷汗,lěnghàn,N,level4
,冷清,lěngqīng,Vs,level4
,勒索,lèsuŏ,V,level4
,哩,lī,Ptc,level4
,黎明,límíng,N,level4
,罹難,línàn,Vp,level4
,里程,lĭchéng,N,level4
,理財,lĭcái,Vi,level4
,理論,lĭlùn,Vi,level4
,理所當然,lĭsuŏdāngrán,Vs,level4
,理性,lĭxìng,Vs,level4
,理學,lĭxué,N,level4
,理智,lĭzhì,Vs,level4
,禮服,lĭfú,N,level4
,禮節,lĭjié,N,level4
,禮貌,lĭmào,Vs,level4
,力求,lìqiú,V,level4
,力行,lìxíng,V,level4
,力學,lìxué,N,level4
,立國,lìguó,Vi,level4
,立即,lìjí,Vs-attr,level4
,立體,lìtĭ,Vs,level4
,利率,lìlǜ,N,level4
,利弊,lìbì,N,level4
,例,lì,Prep,level4
,歷屆,lìjiè,N,level4
,歷來,lìlái,N,level4
,歷年,lìnián,N,level4
,聯,lián,N / V,level4
,聯盟,liánméng,N,level4
,聯繫/連繫,liánxì,V,level4
,聯想,liánxiăng,V,level4
,連帶,liándài,Vs-attr,level4
,連結/聯結,liánjié,V,level4
,連任,liánrèn,Vst,level4
,連線,liánxiàn,V-sep,level4
,廉價,liánjià,Vs,level4
,廉潔,liánjié,Vs,level4
,臉龐,liănpáng,N,level4
,臉譜,liănpŭ,N,level4
,良機,liángjī,N,level4
,兩極,liăngjí,N,level4
,兩口子,liăngkŏuzi,N,level4
,遼闊,liáokuò,Vs,level4
,列,liè,V,level4
,列車,lièchē,N,level4
,列國,lièguó,N,level4
,列入,lièrù,Vst,level4
,獵人,lièrén,N,level4
,烈士,lièshì,N,level4
,臨,lín,Adv / Prep,level4
,臨床,línchuáng,Vs-attr,level4
,鄰里,línlĭ,N,level4
,鈴,líng,N,level4
,靈,líng,Vs,level4
,靈感,línggăn,N,level4
,靈驗,língyàn,Vs,level4
,領隊,lĭngduì,N,level4
,領會,lĭnghuì,Vst,level4
,領悟,lĭngwù,Vpt,level4
,令,lìng,V,level4
,另,lìng,Adv,level4
,流程,liúchéng,N,level4
,流傳,liúchuán,V,level4
,流落,liúluò,Vi,level4
,流氓,liúmáng,N,level4
,流失,liúshī,Vst,level4
,流水,liúshuĭ,N,level4
,流通,liútōng,Vi,level4
,流星,liúxīng,N,level4
,流域,liúyù,N,level4
,柳樹,liŭshù,N,level4
,籠(子),lóng(zi),N,level4
,籠罩,lóngzhào,Vs,level4
,壟斷,lŏngduàn,V,level4
,樓房,lóufáng,N,level4
,漏,lòu,Vpt,level4
,爐(子),lú(zi),N,level4
,陸地,lùdì,N,level4
,路過,lùguò,V,level4
,露天,lùtiān,N,level4
,錄影,lùyĭng,V-sep,level4
,錄影機,lùyĭngjī,N,level4
,輪廓,lúnkuò,N,level4
,倫理,lúnlĭ,N,level4
,淪陷,lúnxiàn,Vp,level4
,論點,lùndiăn,N,level4
,卵,luăn,N,level4
,囉嗦/囉唆,luōsuō,Vs,level4
,鑼,luó,N,level4
,邏輯,luójí,N,level4
,落得,luòdé,Vst,level4
,落魄,luòtuò,Vs,level4
,落選,luòxuăn,Vp,level4
,駱駝,luòtuó,N,level4
,驢,lǘ,N,level4
,鋁,lǚ,N,level4
,旅費,lǚfèi,N,level4
,旅途,lǚtú,N,level4
,履歷,lǚlì,N,level4
,履行,lǚxíng,V,level4
,略,lüè,Adv,level4
,麻醉,mázuì,V,level4
,馬鈴薯,mălíngshŭ,N,level4
,埋伏,máifú,Vi,level4
,買賣,măimài,N,level4
,買主,măizhŭ,N,level4
,邁,mài,V,level4
,邁進,màijìn,Vi,level4
,麥(子),mài(zi),N,level4
,瞞,mán,V,level4
,蠻橫,mánhèng,Vs,level4
,滿懷,mănhuái,Vst,level4
,漫長,màncháng,Vs,level4
,蔓延,mànyán,Vs,level4
,盲從,mángcóng,Vs,level4
,盲人,mángrén,N,level4
,茫然,mángrán,Vs,level4
,毛毯,máotăn,N,level4
,茂密,màomì,Vs,level4
,冒險,màoxiăn,Vi,level4
,枚,méi,M,level4
,眉毛/眉,méimáo/méi,N,level4
,眉頭,méitóu,N,level4
,每每,měiměi,Adv,level4
,美滿,měimăn,Vs,level4
,悶,mēn,Vs,level4
,門戶,ménhù,N,level4
,蒙,méng,Vst,level4
,猛,měng,Adv,level4
,猛烈,měngliè,Vs,level4
,夢見,mèngjiàn,Vpt,level4
,謎,mí,N,level4
,謎語,míyŭ,N,level4
,迷宮,mígōng,N,level4
,迷惑,míhuò,Vs,level4
,迷戀,míliàn,Vst,level4
,彌補,míbŭ,V,level4
,密集,mìjí,Vs,level4
,蜜,mì,N,level4
,鳴,míng,Vi,level4
,明白,míngbái,Adv,level4
,明理,mínglĭ,Vs,level4
,明日,míngrì,N,level4
,明智,míngzhì,Vs,level4
,名額,míngé,N,level4
,名號,mínghào,N,level4
,名氣,míngqì,N,level4
,名勝,míngshèng,N,level4
,名聲,míngshēng,N,level4
,名堂,míngtáng,N,level4
,名下,míngxià,N,level4
,冥想,míngxiăng,Vi,level4
,命名,mìngmíng,V-sep,level4
,命中,mìngzhòng,Vpt,level4
,綿延,miányán,Vst,level4
,勉強,miănqiăng,V,level4
,免稅,miănshuì,Vs,level4
,免疫,miănyì,Vs,level4
,面孔,miànkŏng,N,level4
,描繪,miáohuì,V,level4
,描述,miáoshù,V,level4
,民俗,mínsú,N,level4
,民營,mínyíng,Vs-attr,level4
,敏感,mĭngăn,Vs,level4
,敏捷,mĭnjié,Vs,level4
,滅,miè,V,level4
,模範,mófàn,N,level4
,模具,mójù,N,level4
,模式,móshì,N,level4
,魔術,móshù,N,level4
,末期,mòqí,N,level4
,墨,mò,N,level4
,沒落,mòluò,Vs,level4
,沒收,mòshōu,V,level4
,默默/默,mòmò,Adv,level4
,默契,mòqì,N,level4
,漠視,mòshì,V,level4
,謀生,móushēng,Vi,level4
,某些,mŏuxiē,Det,level4
,畝,mŭ,M,level4
,木材,mùcái,N,level4
,木刻,mùkē,N,level4
,木料,mùliào,N,level4
,木偶,mùŏu,N,level4
,沐浴,mùyù,Vi,level4
,目睹,mùdŭ,Vpt,level4
,目光,mùguāng,N,level4
,目擊,mùjí,Vpt,level4
,牧場,mùchăng,N,level4
,幕,mù,N,level4
,募集,mùjí,V,level4
,拿,ná,Prep,level4
,納悶,nàmèn,Vs,level4
,納入,nàrù,V,level4
,納稅,nàshuì,V-sep,level4
,乃/乃是,năi/năishì,Adv,level4
,耐,nài,Vs-pred,level4
,耐力,nàilì,N,level4
,男方,nánfāng,N,level4
,南極洲,nánjízhōu,N,level4
,難度,nándù,N,level4
,難關,nánguān,N,level4
,難免,nánmiăn,Vs,level4
,難題,nántí,N,level4
,難民,nànmín,N,level4
,囊括,nángguā,V,level4
,腦海,năohăi,N,level4
,腦力,năolì,N,level4
,內閣,nèigé,N,level4
,內涵,nèihán,N,level4
,內銷,nèixiāo,Vs-attr,level4
,內在,nèizài,N,level4
,內戰,nèizhàn,N,level4
,內政,nèizhèng,N,level4
,能量,néngliàng,N,level4
,擬,nĭ,V,level4
,擬定,nĭdìng,V,level4
,念頭,niàntou,N,level4
,娘,niáng,N,level4
,娘家,niángjiā,N,level4
,凝固,nínggù,Vp,level4
,凝結,níngjié,V,level4
,凝聚,níngjù,V,level4
,凝視,níngshì,V,level4
,扭轉,niŭzhuăn,V,level4
,農具,nóngjù,N,level4
,農田,nóngtián,N,level4
,農作物,nóngzuòwù,N,level4
,奴隸,núlì,N,level4
,努力,nŭlì,N,level4
,怒氣,nùqì,N,level4
,挪,nuó,V,level4
,懦弱,nuòruò,Vs,level4
,諾言,nuòyán,N,level4
,女方,nǚfāng,N,level4
,虐待,nüèdài,V,level4
,趴,pā,Vi,level4
,拍馬屁,pāimăpì,Vi,level4
,拍攝,pāishè,V,level4
,拍子,pāizi,N,level4
,排除,páichú,V,level4
,排擠,páijĭ,V,level4
,排名,páimíng,Vi,level4
,派出所,pàichūsuŏ,N,level4
,派遣,pàiqiăn,V,level4
,派頭,pàitóu,N,level4
,判,pàn,V,level4
,盼,pàn,Vst,level4
,旁人,pángrén,N,level4
,旁聽,pángtīng,V,level4
,拋,pāo,V,level4
,拋棄,pāoqì,V,level4
,跑道,păodào,N,level4
,泡,pào,M,level4
,泡沫,pàomò,N,level4
,陪伴,péibàn,V,level4
,培訓,péixùn,V,level4
,培育,péiyù,V,level4
,配,pèi,V / Vs,level4
,配給,pèijĭ,V,level4
,配音,pèiyīn,V-sep,level4
,噴漆,pēnqī,V-sep,level4
,盆地,péndì,N,level4
,蓬勃,péngbó,Vs,level4
,捧場,pěngchăng,Vi,level4
,批發,pīfā,V,level4
,批准,pīzhŭn,Vpt,level4
,疲憊,píbèi,Vs,level4
,匹,pĭ,M,level4
,譬如/譬如說,pìrú/pìrúshuō,Prep,level4
,偏差,piānchā,N,level4
,便宜,piányí,N / Vst,level4
,片刻,piànkè,N,level4
,票,piào,M,level4
,拼,pīn,V,level4
,貧苦,pínkŭ,Vs,level4
,貧民,pínmín,N,level4
,品味,pĭnwèi,N,level4
,品種,pĭnzhŏng,N,level4
,平凡,píngfán,Vs,level4
,平面,píngmiàn,N,level4
,平穩,píngwěn,Vs,level4
,平行,píngxíng,Vs,level4
,評估,pínggū,V,level4
,評價,píngjià,N,level4
,評論,pínglùn,V,level4
,潑,pō,V,level4
,婆家,pójiā,N,level4
,破案,pòàn,V-sep,level4
,破產,pòchăn,Vp,level4
,破除,pòchú,V,level4
,破獲,pòhuò,V,level4
,破例,pòlì,Vp-sep,level4
,破碎,pòsuì,Vs,level4
,迫害,pòhài,V,level4
,魄力,pòlì,N,level4
,樸素,púsù,Vs,level4
,曝光,pùguāng,Vp,level4
,暴露,pùlù,Vs,level4
,漆,qī,N,level4
,淒涼,qīliáng,Vs,level4
,欺侮,qīwŭ,V,level4
,奇觀,qíguān,N,level4
,奇蹟,qíjī,N,level4
,奇妙,qímiào,Vs,level4
,奇異,qíyì,Vs,level4
,期貨,qíhuò,N,level4
,旗幟,qízhì,N,level4
,乞丐,qĭgài,N,level4
,啟,qĭ,Vi,level4
,啟發,qĭfā,V,level4
,啟示,qĭshì,N,level4
,啟事,qĭshì,N,level4
,起步,qĭbù,Vi,level4
,起伏,qĭfú,Vi,level4
,起碼,qĭmă,Adv,level4
,起源,qĭyuán,N,level4
,氣概,qìgài,N,level4
,氣管,qìguăn,N,level4
,氣派,qìpài,Vs,level4
,氣勢,qìshì,N,level4
,氣體,qìtĭ,N,level4
,氣壓,qìyā,N,level4
,契機,qìjī,N,level4
,棄權,qìquán,Vi,level4
,恰當,qiàdàng,Vs,level4
,恰好,qiàhăo,Adv,level4
,恰恰,qiàqià,Adv,level4
,洽商,qiàshāng,Vi,level4
,洽談,qiàtán,Vi,level4
,鉛,qiān,N,level4
,牽連,qiānlián,Vst,level4
,簽署,qiānshù,V,level4
,千萬,qiānwàn,Det,level4
,謙遜,qiānxùn,Vs,level4
,前輩,qiánbèi,N,level4
,前程,qiánchéng,N,level4
,前後,qiánhòu,N,level4
,前景,qiánjĭng,N,level4
,前科,qiánkē,N,level4
,前提,qiántí,N,level4
,潛藏,qiáncáng,Vi,level4
,潛力,qiánlì,N,level4
,虔誠,qiánchéng,Vs,level4
,淺薄,qiănbó,Vs,level4
,淺顯,qiănxiăn,Vs,level4
,腔調,qiāngdiào,N,level4
,牆角,qiángjiăo,N,level4
,強勁,qiángjìng,Vs,level4
,強求,qiăngqiú,V,level4
,強權,qiángquán,N,level4
,強壯,qiángzhuàng,Vs,level4
,瞧不起,qiáobùqĭ,Vst,level4
,橋樑/橋梁,qiáoliáng,N,level4
,巧合,qiăohé,Vs,level4
,俏,qiào,Vs,level4
,翹,qiào,Vs,level4
,峭壁,qiàobì,N,level4
,翹課,qiàokè,V-sep,level4
,切磋,qiēcuō,V,level4
,且,qiě,Adv,level4
,切實,qièshí,Vs,level4
,竊賊,qièzéi,N,level4
,親,qīn,Vs,level4
,親熱,qīnrè,Vs,level4
,親身,qīnshēn,Adv,level4
,親生,qīnshēng,Vs-attr,level4
,侵犯,qīnfàn,V,level4
,侵略,qīnlüè,V,level4
,侵蝕,qīnshí,V,level4
,侵襲,qīnxí,V,level4
,欽佩,qīnpèi,Vst,level4
,琴,qín,N,level4
,勤奮,qínfèn,Vs,level4
,青春,qīngchūn,N,level4
,青翠,qīngcuì,Vs,level4
,青蛙,qīngwā,N,level4
,清澈,qīngchè,Vs,level4
,清潔,qīngjié,Vs,level4
,清靜,qīngjìng,Vs,level4
,清廉,qīnglián,Vs,level4
,清幽,qīngyōu,Vs,level4
,清掃,qīngsăo,V,level4
,傾向,qīngxiàng,N,level4
,輕薄,qīngbó,Vs,level4
,輕蔑,qīngmiè,Vs,level4
,輕易,qīngyì,Adv,level4
,情報,qíngbào,N,level4
,情操,qíngcāo,N,level4
,情婦,qíngfù,N,level4
,情節,qíngjié,N,level4
,情景,qíngjĭng,N,level4
,情侶,qínglǚ,N,level4
,情趣,qíngqù,N,level4
,慶幸,qìngxìng,Vs,level4
,丘陵,qiūlíng,N,level4
,求學,qiúxué,Vi,level4
,求助,qiúzhù,Vi,level4
,屈服,qūfú,Vs,level4
,趨勢,qūshì,N,level4
,渠道,qúdào,N,level4
,取材,qŭcái,Vs,level4
,取締,qŭdì,V,level4
,取樣,qŭyàng,N,level4
,取悅,qŭyuè,V,level4
,趣味,qùwèi,N,level4
,圈,quān,V,level4
,圈子,quānzi,N,level4
,拳,quán,M,level4
,全力,quánlì,Adv,level4
,全盤,quánpán,Det,level4
,權力,quánlì,N,level4
,權威,quánwēi,N,level4
,權益,quányì,N,level4
,泉源,quányuán,N,level4
,勸導,quàndăo,V,level4
,勸告,quàngào,N,level4
,缺陷,quēxiàn,N,level4
,確保,quèbăo,V,level4
,確切,quèqiè,Vs,level4
,確實,quèshí,Adv,level4
,群島,qúndăo,N,level4
,群居,qúnjū,Vs,level4
,染料,rănliào,N,level4
,嚷,răng,Vi,level4
,饒,ráo,V,level4
,熱潮,rècháo,N,level4
,熱帶,rèdài,N,level4
,熱水瓶,rèshuĭpíng,N,level4
,仁愛,rénài,N,level4
,人次,réncì,N,level4
,人道,réndào,N,level4
,人禍,rénhuò,N,level4
,人際,rénjì,N,level4
,人情,rénqíng,N,level4
,人群,rénqún,N,level4
,人士,rénshì,N,level4
,人手,rénshŏu,N,level4
,人選,rénxuăn,N,level4
,人造,rénzào,Vs-attr,level4
,忍痛,rěntòng,Vs,level4
,任,rèn,M,level4
,任期,rènqí,N,level4
,任意,rènyì,Adv,level4
,認錯,rèncuò,Vp,level4
,認定,rèndìng,V,level4
,日程,rìchéng,N,level4
,日光燈,rìguāngdēng,N,level4
,日益,rìyì,Adv,level4
,容量,róngliàng,N,level4
,容納,róngnà,Vst,level4
,容器,róngqì,N,level4
,容許,róngxŭ,V,level4
,溶,róng,Vs,level4
,溶化,rónghuà,Vp,level4
,融合,rónghé,V,level4
,融洽,róngqià,Vs,level4
,榮譽,róngyù,N,level4
,揉,róu,V,level4
,柔軟,róuruăn,Vs,level4
,肉麻,ròumá,Vs,level4
,肉體,ròutĭ,N,level4
,如此,rúcĭ,Adv,level4
,儒家,rújiā,N,level4
,入超,rùchāo,Vs,level4
,入口,rùkŏu,Vi,level4
,入世,rùshì,Vs,level4
,軟弱,ruănruò,Vs,level4
,軟體,ruăntĭ,N,level4
,若,ruò,Conj,level4
,若干,ruògān,Det,level4
,撒謊,sāhuăng,V-sep,level4
,撒,să,V,level4
,灑,să,V,level4
,賽,sài,V,level4
,散文,sănwén,N,level4
,散布/散佈,sànbù,V,level4
,喪事,sāngshì,N,level4
,嗓子,săngzi,N,level4
,喪生,sàngshēng,Vp,level4
,騷動,sāodòng,Vi,level4
,嫂子,săozi,N,level4
,色澤,sèzé,N,level4
,剎(ㄕㄚ)車/煞車,shāchē,V-sep,level4
,沙啞,shāyă,Vs,level4
,傻瓜,shăguā,N,level4
,山峰,shānfēng,N,level4
,山谷,shāngŭ,N,level4
,山脈,shānmài,N,level4
,閃電,shăndiàn,N,level4
,閃爍,shănshuò,Vi,level4
,閃耀,shănyào,Vs,level4
,擅長,shàncháng,Vst,level4
,傷害,shānghài,N,level4
,傷口,shāngkŏu,N,level4
,傷亡,shāngwáng,Vp,level4
,商榷,shāngquè,Vi,level4
,商討,shāngtăo,V,level4
,賞,shăng,V,level4
,尚,shàng,Adv,level4
,上吊,shàngdiào,Vi,level4
,上好,shànghăo,Vs-attr,level4
,上進,shàngjìn,Vs,level4
,上空,shàngkōng,N,level4
,上路,shànglù,Vp,level4
,上門,shàngmén,Vi,level4
,上司,shàngsī,N,level4
,上下,shàngxià,N,level4
,上旬,shàngxún,N,level4
,上演,shàngyăn,V,level4
,上癮,shàngyĭn,Vp,level4
,上漲,shàngzhăng,Vp,level4
,燒香,shāoxiāng,V-sep,level4
,奢侈,shēchĭ,Vs,level4
,奢望,shēwàng,Vst,level4
,設,shè,V,level4
,設施,shèshī,N,level4
,設想,shèxiăng,Vi,level4
,射擊,shèjí,V,level4
,射手,shèshŏu,N,level4
,涉及,shèjí,Vpt,level4
,涉嫌,shèxián,Vst,level4
,社論,shèlùn,N,level4
,攝取,shèqŭ,V,level4
,攝氏,shèshì,N,level4
,攝影機,shèyĭngjī,N,level4
,深奧,shēnào,Vs,level4
,深沉,shēnchén,Vs,level4
,深度,shēndù,N,level4
,深厚,shēnhòu,Vs,level4
,深切,shēnqiè,Vs,level4
,深入,shēnrù,V,level4
,深造,shēnzào,Vi,level4
,身段,shēnduàn,N,level4
,身教,shēnjiào,N,level4
,身為,shēnwéi,Vst,level4
,身子,shēnzi,N,level4
,伸張,shēnzhāng,V,level4
,神,shén,Vs,level4
,神情,shénqíng,N,level4
,審核,shěnhé,V,level4
,審判,shěnpàn,V,level4
,審慎,shěnshèn,Vs,level4
,審議,shěnyì,V,level4
,甚,shèn,Adv,level4
,滲入,shènrù,V,level4
,生火,shēnghuŏ,V-sep,level4
,生理,shēnglĭ,N,level4
,生平,shēngpíng,N,level4
,生氣,shēngqì,N,level4
,生前,shēngqián,N,level4
,生人,shēngrén,N,level4
,生死,shēngsĭ,N,level4
,生態,shēngtài,N,level4
,生物,shēngwù,N,level4
,生效,shēngxiào,Vp,level4
,生硬,shēngyìng,Vs,level4
,生育,shēngyù,N / V,level4
,生殖,shēngzhí,Vi,level4
,升遷,shēngqiān,Vi,level4
,升值,shēngzhí,Vp,level4
,聲稱,shēngchēng,V,level4
,聲明,shēngmíng,N,level4
,聲勢,shēngshì,N,level4
,省,shěng,N,level4
,省事,shěngshì,Vs,level4
,盛,shèng,Vs,level4
,盛情,shèngqíng,N,level4
,盛行,shèngxíng,Vs,level4
,盛裝,shèngzhuāng,Vs,level4
,勝地,shèngdì,N,level4
,聖賢,shèngxián,N,level4
,失,shī,Vpt,level4
,失靈,shīlíng,Vp,level4
,失落,shīluò,Vs,level4
,失明,shīmíng,Vp,level4
,失事,shīshì,Vp,level4
,失手,shīshŏu,Vs,level4
,失蹤,shīzōng,Vp,level4
,師範,shīfàn,Vs-attr,level4
,施肥,shīféi,V-sep,level4
,施行,shīxíng,V,level4
,屍體,shītĭ,N,level4
,石膏,shígāo,N,level4
,十足,shízú,Vs,level4
,拾,shí,V,level4
,時光,shíguāng,N,level4
,時節,shíjié,N,level4
,時髦,shímáo,Vs,level4
,時效,shíxiào,N,level4
,實地,shídì,Adv,level4
,實踐,shíjiàn,V,level4
,實況,shíkuàng,N,level4
,實例,shílì,N,level4
,實習,shíxí,Vi,level4
,實證,shízhèng,N,level4
,實質,shízhí,N,level4
,屎,shĭ,N,level4
,史料,shĭliào,N,level4
,使喚,shĭhuàn,V,level4
,使節,shĭjié,N,level4
,使勁,shĭjìng,Vi,level4
,使命,shĭmìng,N,level4
,士兵,shìbīng,N,level4
,仕女,shìnǚ,N,level4
,示範,shìfàn,Vi,level4
,市面,shìmiàn,N,level4
,市容,shìróng,N,level4
,世代,shìdài,N,level4
,世間,shìjiān,N,level4
,世事,shìshì,N,level4
,試卷,shìjuàn,N,level4
,試圖,shìtú,Vaux,level4
,逝世,shìshì,Vp,level4
,勢必,shìbì,Adv,level4
,事故,shìgù,N,level4
,事變,shìbiàn,N,level4
,事態,shìtài,N,level4
,事務,shìwù,N,level4
,事宜,shìyí,N,level4
,釋放,shìfàng,V,level4
,嗜好,shìhào,N,level4
,視為,shìwéi,V,level4
,適宜,shìyí,Vs,level4
,適中,shìzhōng,Vs,level4
,收藏,shōucáng,V,level4
,收買,shōumăi,V,level4
,收縮,shōusuō,Vi,level4
,收聽,shōutīng,V,level4
,收益,shōuyì,N,level4
,手冊,shŏucè,N,level4
,手槍,shŏuqiāng,N,level4
,手勢,shŏushì,N,level4
,守,shŏu,V,level4
,守護,shŏuhù,V,level4
,首府,shŏufŭ,N,level4
,首領,shŏulĭng,N,level4
,首席,shŏuxí,N,level4
,首飾,shŏushì,N,level4
,首先,shŏuxiān,Conj,level4
,首長,shŏuzhăng,N,level4
,受害,shòuhài,Vp,level4
,受訓,shòuxùn,V-sep,level4
,售貨員,shòuhuòyuán,N,level4
,授課,shòukè,V-sep,level4
,狩獵,shòuliè,V,level4
,壽星,shòuxīng,N,level4
,疏導,shūdăo,V,level4
,疏散,shūsàn,V,level4
,梳,shū,V,level4
,書本,shūběn,N,level4
,書面,shūmiàn,N,level4
,書寫,shūxiě,V,level4
,舒暢,shūchàng,Vs,level4
,舒展,shūzhăn,V,level4
,輸血,shūxiě,V-sep,level4
,束縛,shùfú,V,level4
,樹苗,shùmiáo,N,level4
,數據,shùjù,N,level4
,率,shuài,V,level4
,霜,shuāng,N,level4
,雙重,shuāngchóng,Vs-attr,level4
,雙打,shuāngdă,N,level4
,爽快,shuăngkuài,Vs,level4
,水道,shuĭdào,N,level4
,水稻,shuĭdào,N,level4
,水晶,shuĭjīng,N,level4
,水庫,shuĭkù,N,level4
,水力,shuĭlì,N,level4
,水泥,shuĭní,N,level4
,水源,shuĭyuán,N,level4
,水蒸氣,shuĭzhēngqì,N,level4
,順從,shùncóng,Vs,level4
,順應,shùnyìng,Vst,level4
,瞬間,shùnjiān,N,level4
,說謊,shuōhuăng,V-sep,level4
,說笑,shuōxiào,Vi,level4
,思潮,sīcháo,N,level4
,思念,sīniàn,Vst,level4
,思維,sīwéi,N,level4
,絲毫,sīháo,Det,level4
,司令,sīlìng,N,level4
,斯文,sīwén,Vs,level4
,私心,sīxīn,N,level4
,賜,sì,V,level4
,似的/似地,sìde,,level4
,松樹/松,sōngshù/sōng,N,level4
,慫恿,sŏngyŏng,V,level4
,搜集,sōují,V,level4
,俗稱,súchēng,Vst,level4
,俗語,súyŭ,N,level4
,訴苦,sùkŭ,Vi,level4
,素質,sùzhí,N,level4
,算命,suànmìng,V-sep,level4
,算術,suànshù,N,level4
,雖說,suīshuō,Conj,level4
,隨,suí,Adv / Prep,level4
,隨後,suíhòu,N,level4
,隨即,suíjí,Adv,level4
,隨身,suíshēn,Adv,level4
,隨同,suítóng,Prep,level4
,隧道,suìdào,N,level4
,歲月,suìyuè,N,level4
