guid,hanzi,hanzipinyin,hanzimeaning,hanziaudio,sentencepreword,sentencepostword,sentencepinyin,sentencetranslation,sentenceaudio,note,tags
G0^Bsy=XPI,博物館,"<span class=""tone2"">bó</span><span class=""tone4"">wù</span><span class=""tone3"">guǎn</span>",<ol><li>museum</li></ol>,[sound:bo2_wu4_guan3.mp3],這輛公車去,嗎？,"<span class=""tone4"">zhè</span> <span class=""tone4"">liàng</span> <span class=""tone1"">gōng</span><span class=""tone1"">chē</span> <span class=""tone4"">qù</span> <span class=""tone2"">bó</span><span class=""tone4"">wù</span><span class=""tone3"">guǎn</span> <span class=""tone2"">má</span>?",,[sound:bo2_wu4_guan3_sentence.mp3],,
