"id","word","written_freq","spoken_freq","zhuyin","pinyin","tags"
196,"菜",79,350,"ㄘㄞˋ","cài","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
197,"餐廳",54,79,"ㄘㄢ ㄊㄧㄥ","cāntīng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
198,"長1",434,469,"ㄔㄤˊ","cháng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
199,"唱",89,78,"ㄔㄤˋ","chàng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
200,"唱歌",29,35,"ㄔㄤˋ ㄍㄜ","chàng gē","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-leisure-entertainment"
201,"常常/常",507,691,"ㄔㄤˊ ㄔㄤˊ / ㄔㄤˊ","chángcháng / cháng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
202,"出",350,216,"ㄔㄨ","chū","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
203,"穿",189,193,"ㄔㄨㄢ","chuān","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-daily-routines"
204,"床",122,53,"ㄔㄨㄤˊ","chuáng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
205,"從",1948,1910,"ㄘㄨㄥˊ","cóng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
206,"錯",195,341,"ㄘㄨㄛˋ","cuò","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
207,"蛋",41,51,"ㄉㄢˋ","dàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
208,"得2",2471,1542,"˙ㄉㄜ","de","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
209,"得1",2471,1542,"ㄉㄟˇ","děi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
210,"等",1163,650,"ㄉㄥˇ","děng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
211,"低",122,169,"ㄉㄧ","dī","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
212,"地方",563,1183,"ㄉㄧˋ ㄈㄤ","dìfāng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
213,"店",73,56,"ㄉㄧㄢˋ","diàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
214,"電腦",226,117,"ㄉㄧㄢˋ ㄋㄠˇ","diànnǎo","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
215,"電視",125,126,"ㄉㄧㄢˋ ㄕˋ","diànshì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-daily-routines"
216,"電影",282,70,"ㄉㄧㄢˋ ㄧㄥˇ","diànyǐng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-leisure-entertainment"
217,"懂",133,179,"ㄉㄨㄥˇ","dǒng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
218,"讀",204,133,"ㄉㄨˊ","dú","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
219,"短",82,75,"ㄉㄨㄢˇ","duǎn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
220,"多久",19,30,"ㄉㄨㄛ ㄐㄧㄡˇ","duōjiǔ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
221,"餓",41,46,"ㄜˋ","è","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
222,"耳朵",57,28,"ㄦˇ ˙ㄉㄨㄛ","ěrduo","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
223,"飯",79,113,"ㄈㄢˋ","fàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
224,"方便",54,124,"ㄈㄤ ㄅㄧㄢˋ","fāngbiàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
225,"房間",172,48,"ㄈㄤˊ ㄐㄧㄢ","fángjiān","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
226,"房子",148,184,"ㄈㄤˊ ˙ㄗ","fángzi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
227,"非常",663,1544,"ㄈㄟ ㄔㄤˊ","fēicháng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
228,"飛機",79,65,"ㄈㄟ ㄐㄧ","fēijī","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-travel-transport"
229,"風",101,201,"ㄈㄥ","fēng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
230,"分鐘",232,125,"ㄈㄣ ㄓㄨㄥ","fēnzhōng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
231,"附近",128,152,"ㄈㄨˋ ㄐㄧㄣˋ","fùjìn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
232,"感冒",24,37,"ㄍㄢˇ ㄇㄠˋ","gǎnmào","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
233,"告訴1",546,363,"ㄍㄠˋ ㄙㄨˋ","gàosù","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
234,"歌",68,57,"ㄍㄜ","gē","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
235,"跟",1038,3969,"ㄍㄣ","gēn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
236,"公車",18,34,"ㄍㄨㄥ ㄔㄜ","gōngchē","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-travel-transport"
237,"公園",52,95,"ㄍㄨㄥ ㄩㄢˊ","gōngyuán","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-daily-routines"
238,"功課",43,93,"ㄍㄨㄥ ㄎㄜˋ","gōngkè","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-education-learning"
239,"夠",209,267,"ㄍㄡˋ","gòu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
240,"貴",57,96,"ㄍㄨㄟˋ","guì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-personal-info"
241,"過",1712,1404,"ㄍㄨㄛˋ","guò","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
242,"國家",363,694,"ㄍㄨㄛˊ ㄐㄧㄚ","guójiā","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-travel-transport"
243,"還1",2505,3842,"ㄏㄞˊ","hái","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
244,"還是",626,1030,"ㄏㄞˊ ㄕˋ","háishì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
245,"黑",147,111,"ㄏㄟ","hēi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
246,"紅",137,139,"ㄏㄨㄥˊ","hóng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
247,"後年",1,0,"ㄏㄡˋ ㄋㄧㄢˊ","hòunián","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
248,"後天",17,14,"ㄏㄡˋ ㄊㄧㄢ","hòutiān","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
249,"畫",149,229,"ㄏㄨㄚˋ","huà","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
250,"花1/花兒",336,417,"ㄏㄨㄚ / ㄏㄨㄚ ㄦ","huā / huār","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
251,"會",4147,6976,"ㄏㄨㄟˋ","huì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
252,"火車",58,75,"ㄏㄨㄛˇ ㄔㄜ","huǒchē","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-travel-transport"
253,"雞",69,61,"ㄐㄧ","jī","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-personal-info"
254,"計程車",24,23,"ㄐㄧˋ ㄔㄥˊ ㄔㄜ","jìchéngchē","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-travel-transport"
255,"見",727,293,"ㄐㄧㄢˋ","jiàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
256,"件",563,461,"ㄐㄧㄢˋ","jiàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
257,"教1",193,340,"ㄐㄧㄠ","jiāo","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
258,"教室",64,74,"ㄐㄧㄠˋ ㄕˋ","jiàoshì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-education-learning"
259,"家人",133,197,"ㄐㄧㄚ ㄖㄣˊ","jiārén","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-personal-info"
260,"介紹",107,173,"ㄐㄧㄝˋ ㄕㄠˋ","jièshào","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-social-relations"
261,"進",163,118,"ㄐㄧㄣˋ","jìn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
262,"酒",175,40,"ㄐㄧㄡˇ","jiǔ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
263,"舊",118,59,"ㄐㄧㄡˋ","jiù","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
264,"覺得",738,2538,"ㄐㄩㄝˊ ˙ㄉㄜ","juéde","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
265,"句子",22,4,"ㄐㄩˋ ˙ㄗ","jùzi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-education-learning"
266,"開",267,344,"ㄎㄞ","kāi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
267,"開車",54,27,"ㄎㄞ ㄔㄜ","kāichē","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-travel-transport"
268,"看病",8,14,"ㄎㄢˋ ㄅㄧㄥˋ","kànbìng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
269,"看到",659,1347,"ㄎㄢˋ ㄉㄠˋ","kàndào","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
270,"看見",238,49,"ㄎㄢˋ ㄐㄧㄢˋ","kànjiàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
271,"考試",56,62,"ㄎㄠˇ ㄕˋ","kǎoshì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-education-learning"
272,"可是",525,1353,"ㄎㄜˇ ㄕˋ","kěshì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
273,"課",61,93,"ㄎㄜˋ","kè","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-education-learning"
274,"空氣",77,241,"ㄎㄨㄥ ㄑㄧˋ","kōngqì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-environment-nature"
275,"快",479,531,"ㄎㄨㄞˋ","kuài","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
276,"快樂",227,194,"ㄎㄨㄞˋ ㄌㄜˋ","kuàilè","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
277,"筷子/筷",10,73,"ㄎㄨㄞˋ ˙ㄗ / ㄎㄨㄞˋ","kuàizi / kuài","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
278,"累1",53,121,"ㄌㄟˋ","lèi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
279,"裡/裏",2558,1463,"ㄌㄧˇ","lǐ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
280,"輛",83,27,"ㄌㄧㄤˋ","liàng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
281,"禮拜天",4,12,"ㄌㄧˇ ㄅㄞˋ ㄊㄧㄢ","lǐbàitiān","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
282,"裡面/裏面",158,1724,"ㄌㄧˇ ㄇㄧㄢˋ","lǐmiàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
283,"樓",48,53,"ㄌㄡˊ","lóu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-daily-routines"
284,"慢",65,91,"ㄇㄢˋ","màn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
285,"忙",127,144,"ㄇㄤˊ","máng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
286,"馬上",166,155,"ㄇㄚˇ ㄕㄤˋ","mǎshàng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
287,"美",212,205,"ㄇㄟˇ","měi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
288,"每",1388,1756,"ㄇㄟˇ","měi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
289,"門",322,124,"ㄇㄣˊ","mén","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
290,"門口",70,16,"ㄇㄣˊ ㄎㄡˇ","ménkǒu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
291,"麵",25,44,"ㄇㄧㄢˋ","miàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
292,"麵包",39,67,"ㄇㄧㄢˋ ㄅㄠ","miànbāo","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
293,"明年",13,31,"ㄇㄧㄥˊ ㄋㄧㄢˊ","míngnián","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
294,"男",98,27,"ㄋㄢˊ","nán","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
295,"能",2327,1244,"ㄋㄥˊ","néng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
296,"唸/念",112,159,"ㄋㄧㄢˋ","niàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
297,"牛",107,103,"ㄋㄧㄡˊ","niú","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-personal-info"
298,"牛奶",27,36,"ㄋㄧㄡˊ ㄋㄞˇ","niúnǎi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
299,"女",212,47,"ㄋㄩˇ","nǚ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
300,"怕",200,270,"ㄆㄚˋ","pà","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
301,"胖",30,27,"ㄆㄤˋ","pàng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
302,"旁邊/旁",266,226,"ㄆㄤˊ ㄅㄧㄢ / ㄆㄤˊ","pángbiān / páng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
303,"便宜",38,61,"ㄆㄧㄢˊ ㄧˊ","piányí","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-daily-routines"
304,"漂亮",89,220,"ㄆㄧㄠˋ ㄌㄧㄤˋ","piàoliàng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
305,"前面",120,132,"ㄑㄧㄢˊ ㄇㄧㄢˋ","qiánmiàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
306,"前年",5,9,"ㄑㄧㄢˊ ㄋㄧㄢˊ","qiánnián","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
307,"前天",7,5,"ㄑㄧㄢˊ ㄊㄧㄢ","qiántiān","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
308,"起床",29,29,"ㄑㄧˇ ㄔㄨㄤˊ","qǐchuáng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-daily-routines"
309,"起來",465,438,"ㄑㄧˇ ㄌㄞˊ","qǐlái","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
310,"球",82,52,"ㄑㄧㄡˊ","qiú","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-leisure-entertainment"
311,"然後",650,3102,"ㄖㄢˊ ㄏㄡˋ","ránhòu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
312,"肉",93,79,"ㄖㄡˋ","ròu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
313,"山",270,319,"ㄕㄢ","shān","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
314,"上課",49,133,"ㄕㄤˋ ㄎㄜˋ","shàngkè","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-education-learning"
315,"生病",45,103,"ㄕㄥ ㄅㄧㄥˋ","shēngbìng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
316,"生日",26,34,"ㄕㄥ ㄖˋ","shēngrì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-personal-info"
317,"身體",361,310,"ㄕㄣ ㄊㄧˇ","shēntǐ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
318,"事/事兒",1579,626,"ㄕˋ / ㄕˋ ㄦ","shì / shìr","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
319,"手",580,500,"ㄕㄡˇ","shǒu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
320,"瘦",29,26,"ㄕㄡˋ","shòu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
321,"舒服",69,98,"ㄕㄨ ˙ㄈㄨ","shūfu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
322,"水果",28,124,"ㄕㄨㄟˇ ㄍㄨㄛˇ","shuǐguǒ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
323,"說話",215,60,"ㄕㄨㄛ ㄏㄨㄚˋ","shuōhuà","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
324,"所以",1000,4988,"ㄙㄨㄛˇ ㄧˇ","suǒyǐ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
325,"它",1389,5371,"ㄊㄚ","tā","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
326,"湯",132,72,"ㄊㄤ","tāng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
327,"天氣",55,200,"ㄊㄧㄢ ㄑㄧˋ","tiānqì","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-travel-transport"
328,"甜",32,77,"ㄊㄧㄢˊ","tián","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
329,"跳",96,77,"ㄊㄧㄠˋ","tiào","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
330,"跳舞",28,26,"ㄊㄧㄠˋ ㄨˇ","tiàowǔ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-leisure-entertainment"
331,"聽見",85,10,"ㄊㄧㄥ ㄐㄧㄢˋ","tīngjiàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
332,"痛",97,109,"ㄊㄨㄥˋ","tòng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
333,"頭",462,230,"ㄊㄡˊ","tóu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
334,"外國",46,30,"ㄨㄞˋ ㄍㄨㄛˊ","wàiguó","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
335,"外頭",21,7,"ㄨㄞˋ ˙ㄊㄡ","wàitou","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
336,"玩",177,281,"ㄨㄢˊ","wán","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
337,"晚",97,76,"ㄨㄢˇ","wǎn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
338,"晚餐/晚飯",62,35,"ㄨㄢˇ ㄘㄢ / ㄨㄢˇ ㄈㄢˋ","wǎncān / wǎnfàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
339,"碗",68,76,"ㄨㄢˇ","wǎn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
340,"萬",44,72,"ㄨㄢˋ","wàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
341,"為什麼",445,814,"ㄨㄟˋ ㄕㄣˊ ˙ㄇㄛ","wèishénme","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
342,"午餐/午飯",45,38,"ㄨˇ ㄘㄢ / ㄨˇ ㄈㄢˋ","wǔcān / wǔfàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
343,"下",1263,1537,"ㄒㄧㄚˋ","xià","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
344,"下課",10,28,"ㄒㄧㄚˋ ㄎㄜˋ","xiàkè","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-education-learning"
345,"先",548,795,"ㄒㄧㄢ","xiān","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
346,"像",1169,1910,"ㄒㄧㄤˋ","xiàng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
347,"小吃",6,3,"ㄒㄧㄠˇ ㄔ","xiǎochī","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-shopping-retail"
348,"下雨",22,75,"ㄒㄧㄚˋ ㄩˇ","xiàyǔ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-environment-nature"
349,"鞋子/鞋",72,86,"ㄒㄧㄝˊ ˙ㄗ / ㄒㄧㄝˊ","xiézi / xié","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
350,"星期",91,52,"ㄒㄧㄥ ㄑㄧˊ","xīngqí","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
351,"姓",57,12,"ㄒㄧㄥˋ","xìng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-personal-info"
352,"休息",89,90,"ㄒㄧㄡ ㄒㄧˊ","xiūxí","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
353,"眼睛",267,118,"ㄧㄢˇ ㄐㄧㄥ","yǎnjīng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
354,"藥",134,166,"ㄧㄠˋ","yào","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-health-medical"
355,"衣服/衣",141,253,"ㄧ ㄈㄨˊ / ㄧ","yīfú / yī","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
356,"一定",551,848,"ㄧˊ ㄉㄧㄥˋ","yídìng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
357,"一共/共",119,87,"ㄧˊ ㄍㄨㄥˋ / ㄍㄨㄥˋ","yígòng / gòng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
358,"一點/一點點/一點兒",413,731,"ㄧˋ ㄉㄧㄢˇ / ㄧˋ ㄉㄧㄢˇ ㄉㄧㄢˇ / ㄧˋ ㄉㄧㄢˇ ㄦ","yìdiǎn / yìdiǎndiǎn / yìdiǎr","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
359,"一些",609,1514,"ㄧˋ　ㄒㄧㄝ","yìxiē","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
360,"一樣",792,1056,"ㄧˊ ㄧㄤˋ","yíyàng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
361,"以後",302,688,"ㄧˇ ㄏㄡˋ","yǐhòu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
362,"以前",242,624,"ㄧˇ ㄑㄧㄢˊ","yǐqián","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
363,"椅子/椅",74,32,"ㄧˇ ˙ㄗ / ㄧˇ","yǐzi / yǐ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
364,"意思",199,249,"ㄧˋ ˙ㄙ","yìsi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
365,"應該/應1",946,1012,"ㄧㄥ ㄍㄞ / ㄧㄥ","yīnggāi / yīng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
366,"因為",1759,4184,"ㄧㄣ ㄨㄟˋ","yīnwèi","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
367,"右",84,112,"ㄧㄡˋ","yòu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
368,"右邊",24,15,"ㄧㄡˋ ㄅㄧㄢ","yòubiān","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
369,"又",2249,1494,"ㄧㄡˋ","yòu","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
370,"有點/有一點/有點兒",195,236,"ㄧㄡˇ ㄉㄧㄢˇ / ㄧㄡˇ ㄧˋ ㄉㄧㄢˇ / ㄧㄡˇ ㄉㄧㄢˇ ㄦ","yǒudiǎn / yǒuyìdiǎn / yǒudiǎnr","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
371,"有時候/有時",304,466,"ㄧㄡˇ ㄕˊ ㄏㄡˋ / 一ㄡˇ ㄕˊ","yǒushíhòu / yǒushí","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
372,"魚",165,175,"ㄩˊ","yú","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-food-dining"
373,"雨",65,161,"ㄩˇ","yǔ","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-environment-nature"
374,"運動",270,275,"ㄩㄣˋ ㄉㄨㄥˋ","yùndòng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-leisure-entertainment"
375,"再",1274,1754,"ㄗㄞˋ","zài","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
376,"在",12612,12148,"ㄗㄞˋ","zài","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
377,"早餐/早飯",35,52,"ㄗㄠˇ ㄘㄢ / ㄗㄠˇ ㄈㄢˋ","zǎocān / zǎofàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
378,"怎麼樣",59,494,"ㄗㄣˇ ˙ㄇㄜ ㄧㄤˋ","zěnmeyàng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
379,"站",273,179,"ㄓㄢˋ","zhàn","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
380,"張",396,264,"ㄓㄤ","zhāng","UC::TBCL-level-1-star, UC::TBCL-basic, UC::TBCL-context-core"
